A;B
I accidentally ordered two of the same book online. It's...;Need a helping hand?
Lost: A small gold earring with a blue gemstone, possibly...;I ACCIDENTALLY ORDERED TWO OF THE SAME BOOK
The city is conducting a survey to understand the community’s...;LOST: Small Gold Earring with Blue Gemstone
The local veterans' home is looking for volunteers to spend...;The City Conducts Survey To Understand Community Needs
Reminder: The annual fireworks display for the Fourth of July...;Volunteers Needed for Local Veterans' Home
The environmental club is leading a cleanup at Beachy Head...;The Annual Fireworks Display
Lost: A set of keys with a red fob, last...;Meet at the main parking lot at 10 AM.
Attention all runners: The community 5K is just around the...;Lost: A set of keys with a red fob near...
The crafters guild is hosting a workshop on how to...;Attention all runners: The community 5K is just around the...
Reminder: No parking on Main Street this Saturday due to...;How to Make Your Own Candles
The community orchestra is looking for musicians who play woodwind...;Vehicles parked illegally will be towed at the owner's expense
We’re putting together a community quilt and looking for contributors....;The community orchestra is looking for musicians who play woodwind...
Found: A child's drawing pad filled with sketches, left behind...;We're putting together a community quilt and looking for contributors.
The city is updating its zoning regulations. A public hearing...;Found: Child's Drawing Pad Left at Central Park
The downtown farmers' market is now open every Sunday from...;The City is Updating its Zoning Regulations
Attention all pet owners: A free vaccination clinic for pets...;Every Sunday from 8 AM to 2 PM - Downtown...
The local historical society is conducting a walking tour of...;Attention all pet owners: Free vaccination clinic for pets next...
Lost: A blue and white striped beach towel, left on...;The Local Historical Society is Conducting a Walking Tour
It has great sentimental value as it was a gift....;Lost: A blue and white striped beach towel
Found: A GoPro camera near the trails at Ridgeback Mountain....;If Found, Please Contact Me
The jazz ensemble from the community college will be performing...;Found: GoPro camera near Ridgeback Mountain trails
Notice of power outages: Scheduled electrical maintenance will occur this...;Jazz Ensemble Performing Live at City Park This Friday Evening
I've just started a blog about our neighborhood’s history and...;Scheduled Electrical Maintenance
Attention all pet owners: A free vaccination clinic for pets...;I've just started a blog about our neighborhood's history
The local volunteer fire department is hosting an open house...;Attention All Pet Owners: Free Vaccination Clinic Next Saturday
If anyone needs help setting up their new computers or...;Meet the Firefighters and Learn About Fire Safety
Join us for a night at the movies in the...;If Anyone Needs Help Setting Up Their New Computers
Reminder: The annual neighborhood garage sale is happening this Sunday...;Join us for a night at the movies in the...
Get your sneakers on for the charity run next month!...;Annual Neighborhood Garage Sale
A meditation and yoga session will be held every Sunday...;Get Your Sneakers On for the Charity Run
The local library is introducing 'author of the month' series...;Start Your Week with Some Peace
Lost: A blue and white striped beach towel, left on...;"""Author of the Month Series"""
The city park department is looking for volunteers to help...;LOST: Blue and white striped beach towel
Our local pet shelter is in desperate need of foster...;City Park Department Seeking Volunteers
The seniors' center is looking for volunteer drivers to help...;Our local pet shelter is in desperate need of foster...
Community Alert: There have been reports of suspicious activities in...;Volunteer Drivers Needed for Weekly Grocery Shopping Trips
I’m organizing a winter clothing drive for the homeless shelter...;Community Alert: There Have Been Reports of Suspicious Activities
Attention, pet owners! There have been reports of increased tick...;Iâ€™m organizing a winter clothing drive for the homeless shelter...
Notice: The water main on Jefferson Ave will be shut...;Increased tick activity in local parks.
The annual river cleanup is happening this weekend. We're looking...;Notice: The Water Main on Jefferson Ave Will Be Shut...
I’m trying to find a home for a friendly stray...;The annual river cleanup is happening this weekend.
The environmental club is leading a cleanup at Beachy Head...;Iâ€™m trying to find a home for a friendly stray...
Heads up! A community garage sale is set for next...;This Saturday Cleanup at Beachy Head
Experienced babysitter available! I'm certified in CPR and have five...;Heads Up! Community Garage Sale Next Sunday
I'm planning a plant exchange next month. Bring your cuttings,...;Experienced babysitter available!
Lost Dog Alert: Missing from near Central Park since yesterday....;Bring Your Cuttings, Seedlings, or Potted Plants
Street Fair this Saturday! Join us from noon to 5...;LOST DOG ALERT: Brown and white spaniel with a red...
Reminder: School board meeting tonight at 8 PM in the...;Street Fair this Saturday! Join us from noon to 5...
Book Lover's Club is meeting this Wednesday at the library....;Important discussions on budget and new school policies tonight
Yard waste pickup starts this Friday. Please have your leaves...;The Great Gatsby
A new coffee shop, Bean There, is opening on Elm...;Yard Waste Pickup Starts This Friday
Community Alert: Be on the lookout for suspicious activity near...;Free Coffee Samples This Monday
Fitness Fun Day at the Community Center this Wednesday at...;Community Alert: Be on the lookout for suspicious activity near...
Seeking volunteers for the local food pantry this Saturday. Help...;Fitness Fun Day at the Community Center
Got extra garden tools? The community garden is accepting donations....;Seeking Volunteers This Saturday
My daughter is raising money for her school trip by...;Got Extra Garden Tools?
Bike Sale: Selling several gently used bikes Saturday at 111...;My daughter is raising money for her school trip by...
Found Cat: Grey tabby found near Willow Park. Appears well...;Bike Sale: Saturday at 111 Maple Ave. Great deals for...
Local artist showcase at the Art Center this Friday. Come...;Grey Tabby Found Near Willow Park
Karaoke night at the Oak Tree Tavern this Thursday night!...;Local Artist Showcase This Friday
Free cooking class at the public kitchen this Monday. Learn...;Karaoke Night This Thursday
Garage Sale Tips Workshop at the Community Hall this Tuesday...;FREE Cooking Class This Monday
Need help with fall leaf removal? Contact Jake at 555-2341....;Garage Sale Tips Workshop
Join the Historic Walk through old town this Saturday morning....;Affordable Rates for Gardens and Driveways Cleaning
Puppy Training Sessions start next week at the Animal Welfare...;Join the Historic Walk this Saturday morning
Local theater group holding auditions for 'Romeo and Juliet'. Experienced...;Puppy Training Sessions Start Next Week
Anyone know of a good piano tuner in the area?...;Romeo and Juliet Auditions
