A;B
Want to learn how to play an instrument? Our music...;COOKING CLASS SERIES
The local animal shelter is hosting a pet adoption fair,...;Want to Learn How to Play an Instrument?
Need help with household chores or errands? Our community's handyman...;Pet Adoption Fair - Come Meet Your New Best Friend
The school's book club is meeting on Thursday at 3...;Need Help With Household Chores Or Errands?
Don't miss out on the fun - join our new...;"""The Giver"""
Calling all artists! Our school's art show is coming up...;Don't miss out on the fun - join our new...
Get ready for our annual talent show on April 1st...;Calling all artists!
Join us for a night of stargazing this Friday from...;Get Ready for Our Annual Talent Show
The school's robotics team is hosting a STEM fair this...;Join us for a night of stargazing this Friday from...
Our school's art club will be selling handmade crafts at...;STEM Fair This Saturday
I'm offering a free 30-minute yoga session this Saturday morning...;Handmade Crafts at Spring Fling
The school's drama club is performing their spring play next...;I'm offering a free 30-minute yoga session this Saturday morning
Our school's gardening club will be hosting a plant sale...;Get Ready for an Evening of Laughter
The local library is hosting a book club meeting on...;This Saturday morning outside the main office building
Join us for a free community concert featuring the city...;The Nightingale
The animal shelter is hosting an adoption fair this weekend...;Saturday at 7:00 PM in the town square
Our local coffee shop is offering a free cup of...;Meet Our Furry Friends This Weekend!
The local farmers market is back for the season! Join...;Free Cup of Coffee for Canned Goods
Calling all bookworms! Our summer reading program starts June 15th,...;The Local Farmers Market Is Back
The annual charity walk/run is just around the corner -...;Summer Reading Program Starts June 15th
We're excited to announce that our local coffee shop will...;Annual Charity Walk/Run - September 22nd!
The community garden is looking for volunteers to help with...;Open Mic Night Every Thursday
Join us for a free yoga class every Saturday morning...;The community garden is looking for volunteers.
Don't miss our annual summer book sale on June 22nd...;Free Yoga Class Every Saturday Morning at 9 AM
Get ready to groove with our monthly dance party on...;Don't Miss Our Annual Summer Book Sale
Calling all gardeners! Join us for a free workshop on...;Get Ready to Groove
Mark your calendars for our annual summer festival on August...;Join us for a free workshop on composting on June...
Get ready to groove with our new line dance class...;MARK YOUR CALENDARS FOR OUR ANNUAL SUMMER FESTIVAL ON AUGUST...
Join us for a free outdoor movie night on Friday...;Get Ready to Groove with Our New Line Dance Class
The local animal shelter is hosting an adoption fair this...;Free Outdoor Movie Night in the Park
Join us for a free art class on Wednesdays at...;Come Meet Some Furry Friends
Get ready to run with our new running club starting...;Free Art Class - All Skill Levels Welcome
The local library is hosting a book club discussion on...;Get Ready to Run with Our New Running Club
Our town's annual charity walk/run will take place next Saturday,...;The Great Gatsby Book Club Discussion
The local art museum is featuring a new exhibit by...;Annual Charity Walk/Run for Children's Hospital
Get ready for some friendly competition with our new trivia...;Don't Miss New Exhibit by Renowned Artist
Our town's community kitchen will be hosting a free cooking...;Get ready for friendly competition with trivia night every Thursday...
The local park is hosting a free outdoor movie night...;Vegan Delights
Calling all artists! Our town's annual art show is accepting...;Free Outdoor Movie Night Tonight at 7 PM
The community garden is looking for volunteers to help with...;Calling all artists! Our town's annual art show is accepting...
Attention all bookworms! Our town's library is hosting a used...;Get Your Hands Dirty This Saturday
The local YMCA is offering free swim lessons for kids...;Attention all bookworms!
Join us for a holiday movie night on December 22nd...;FREE Swim Lessons for Kids this Summer
Get ready to groove with our free outdoor concert series...;Join Us For Holiday Movie Night
Calling all bookworms! Our library is hosting an author reading...;Get ready to groove with our free outdoor concert series...
Join us for our annual New Year's Eve party on...;Author Reading Event
The annual town fair is coming up on June 17th!...;Join Us for Our Annual New Year's Eve Party
Calling all bookworms! Our local library is hosting a used...;The annual town fair is coming up on June 17th!
Get ready to groove with us at the Summer Concert...;Calling all bookworms!
"The town's animal shelter is hosting a ""Clear the Shelters""...";Get Ready to Groove
The annual charity walk is scheduled for next Saturday from...;"""Clear the Shelters Event on August 19th"""
The library will be hosting a free book club meeting...;Annual Charity Walk Scheduled for Next Saturday
The city's summer reading program is now open for registration!...;Join Us for Free Book Club Meeting
The local farmers market will be held every Saturday from...;The city's summer reading program is now open for registration!
The city's recreation department is offering free yoga classes for...;Every Saturday from 8 AM to 1 PM on Main...
Join us for a morning yoga class every Saturday at...;Free Yoga Classes for Adults
Get ready to groove with our new line dance class...;Join us for a morning yoga class every Saturday
The town's annual summer festival is coming up on July...;Get Ready to Groove with Our New Line Dance Class
Learn to cook like a pro with our new cooking...;The town's annual summer festival is coming up on July...
Join us for a free outdoor movie night under the...;Learn to cook like a pro
Calling all book lovers! Our local library is hosting a...;Outdoor Movie Night Under the Stars on June 22nd!
Attention cyclists! The city's bike path will be closed from...;Calling All Book Lovers
Calling all gardeners! Our community garden is looking for volunteers...;Attention Cyclists: Bike Path Closure from July 10th-15th
Attention shoppers! The local farmer's market will be open every...;Calling all gardeners!
Calling all music lovers! Our community center is hosting a...;Attention shoppers!
The local museum is hosting an exhibit on ancient civilizations,...;Free Concert Series
Our school's annual talent show will be held next month,...;Join Us for a Fascinating Journey Through Time
