A;B
The city's environmental committee is hosting a clean-up event this...;This Saturday from 9 AM-12 PM in the park.
Join us for a free meditation session this Thursday at...;Free Meditation Session this Thursday at 7 PM
Join us for a free outdoor movie night on Friday...;Join us for a free outdoor movie night
Calling all book lovers! Our library is hosting an author...;Author Reading Series
Get ready to groove with us at our annual summer...;Get Ready to Groove with Us at Our Annual Summer...
The community garden is hosting a workshop on organic gardening...;Learn Organic Gardening Techniques
Join us for our annual holiday market next Saturday at...;Annual Holiday Market Next Saturday at City Hall
Calling all cyclists! Our bike club is hosting a group...;Calling All Cyclists!
The local library is hosting a book club for adults...;Join Us To Discuss Our Latest Read
Our community garden is looking for volunteers to help with...;Our Community Garden Needs Your Help!
The annual charity walk/run will take place on September 22nd....;Annual Charity Walk/Run on September 22nd
The city's art museum is featuring an exhibit of local...;Don't miss the local artists' exhibit at the city's art...
Our school district is seeking donations of gently used backpacks,...;Seeking Donations for Students in Need
Join us for a book club meeting on Thursday at...;"""The Alchemist"""
Get ready for a fun night out with friends! The...;Get Ready for a Fun Night Out with Friends!
Calling all gardeners! Join our community gardening group on Saturday...;Join Our Community Gardening Group
Are you a music lover? Come jam with us this...;Are you a music lover? Come jam with us this...
Join our photography club for a sunset hike on Wednesday...;Wednesday at 6:30 PM sunset hike
Join us for a free yoga class on the town...;Join us for a free yoga class
Calling all bookworms! Our summer reading program is now open...;Earn rewards and prizes by reading with your friends!
Get ready to groove at our annual music festival next...;Get Ready to Groove at Our Annual Music Festival
Attention gardeners! Join us for a workshop on organic gardening...;Join Us for a Workshop on Organic Gardening Techniques
Calling all art lovers! Our town's first-ever mural painting event...;Calling All Art Lovers! Our Town's First-Ever Mural Painting Event
Take a break from the hustle and bustle with our...;Take a break from the hustle and bustle
Join us for a fun night of trivia at the...;Fun Night of Trivia at the Local Pub
The community garden is looking for volunteers to help with...;The Community Garden Needs Volunteers This Spring
Join us for a free yoga class every Saturday morning...;Every Saturday morning free yoga class at the park.
"Our book club will be discussing ""The Nightingale"" by Kristin...";"""The Nightingale"" by Kristin Hannah"
The local animal shelter is hosting a pet adoption fair...;The local animal shelter is hosting a pet adoption fair...
I'm offering free tax preparation services to low-income individuals this...;I'm Offering Free Tax Preparation Services
Join us for our monthly art class every Wednesday from...;Join us for our monthly art class
Join us for a free yoga class on Saturday mornings...;Yoga Class on Saturday Mornings
The local animal shelter is hosting an adoption fair this...;Meet Some Furry Friends This Weekend
Get creative with our adult coloring book club every Thursday...;Get Creative with Adult Coloring Book Club
Don't miss out on our annual summer concert series, featuring...;Don't Miss Out on Our Annual Summer Concert Series
Calling all bookworms - join us for a literary discussion...;Calling All Bookworms - Join Us for a Literary Discussion...
Join our beginner's photography class every Monday evening from 7-9...;Learn how to capture stunning shots every Monday evening.
The local food bank is in need of donations -...;The Local Food Bank Needs Your Help
Join us for a free yoga class on Wednesday evenings...;Join us for a free yoga class on Wednesday evenings...
The local library is hosting an author reading series this...;The local library is hosting an author reading series this...
Calling all bookworms! Our town's annual book sale is just...;Calling All Bookworms!
Get ready to groove with our community band at their...;Get Ready to Groove
The local animal shelter needs volunteers to help care for...;The Local Animal Shelter Needs Volunteers
Join the fun and get creative at our town's art...;Join the Fun and Get Creative at Our Town's Art...
Attention all foodies! Our annual Taste of Town event is...;Attention All Foodies! Our Annual Taste of Town Event
The local park is hosting a free outdoor concert series...;FREE Outdoor Concert Series in Local Park
I’m organizing a volunteer day at the animal shelter for...;Iâ€™m organizing a volunteer day at the animal shelter for...
The community center is offering a free yoga class series...;Every Wednesday evening, free yoga classes start
Our office is participating in the annual charity walk/run next...;Charity Walk/Run Next Month
The school's art department is hosting an open house event...;Come See Student Artwork
Bookworms! Join us for a book club meeting this Wednesday...;The Nightingale
The local art museum is hosting an exhibit on impressionist...;Don't Miss the Opening Night Reception on March 17th for...
Calling all volunteers! Our community garden needs help with planting...;Calling All Volunteers!
The town's annual charity golf tournament is scheduled for April...;April 22nd at the country club.
History buffs! Join us for a guided tour of our...;Join Us for a Guided Tour of Our Historic Downtown...
Join us for a movie night at the town hall...;Join us for a movie night this Friday!
Calling all bookworms! Our library is hosting an author reading...;Author Reading Series
Get ready to groove at our town's annual music festival...;Get ready to groove at our town's annual music festival...
Attention all gardeners! Our community garden is hosting a workshop...;Attention all gardeners! Our community garden is hosting a workshop...
Join us for a game night at the town hall...;Join us for a game night at the town hall...
Join us for a morning yoga session on Saturdays at...;Join Us for Morning Yoga Session
Calling all bookworms! Our library is hosting an open house...;Author Talks and Book Signings
Get ready for a night of music and laughter at...;Get Ready for a Night of Music and Laughter
Don't miss out on the annual summer festival happening this...;Don't miss out on the annual summer festival happening this...
Take your fitness to the next level with our new...;Take Your Fitness to the Next Level
