A;B
Volunteers needed: The food bank is looking for help sorting...;Volunteers Needed: Sorting Donations
Reminder: Please keep your pets on a leash at all...;Please keep your pets on a leash at all times
The community garden is organizing a harvest festival next month....;Harvest Festival Next Month
Lost: A small drone with red markings, last seen near...;Lost: A small drone with red markings near Maplewood Park
Reminder to all residents: Leaf and brush pickup is scheduled...;Leaf and Brush Pickup Scheduled for Next Monday
I'm a retired librarian and would love to start a...;I'm starting a storytime for kids at the community center.
A reading group is forming at the local library for...;Mystery Novels Reading Group
The high school's annual art show is this weekend. Come...;The High School's Annual Art Show This Weekend
Free health clinic this Saturday at the community center from...;Free Health Clinic This Saturday
Attention dog owners: A new dog park is opening next...;Attention Dog Owners: New Dog Park Opening Next Week
Found: A set of house keys with a novelty guitar...;Found: A set of house keys with a novelty guitar...
Local scout troops are holding a car wash fundraiser this...;Car Wash Fundraiser This Sunday
The community choir is looking for new members. No audition...;The community choir is looking for new members.
If you're interested in learning how to make your own...;Make Your Own Soap at the Arts and Crafts Center
The local museum is seeking volunteers for their upcoming exhibit...;The Local Museum Seeks Volunteers
An outdoor yoga class will be held every morning at...;Every Morning Outdoor Yoga Class
I found a set of keys near the bus stop...;Found keys near Main Street bus stop
Reminder: Parking will be restricted on Main Street this Friday...;Parking will be restricted on Main Street this Friday for...
Lost: A child's teddy bear, near the fountain in Central...;LOST: A child's teddy bear, near the fountain in Central...
The local veterans' association is organizing a community picnic next...;Honor Our Service Members
The neighborhood association is looking for articles and photos for...;The neighborhood association is looking for articles and photos for...
A bicycle was found locked to a bench at the...;Blue Mountain Bike Found at Bus Station
The community pottery studio is holding an open house event...;The Community Pottery Studio Open House
Volunteers are needed for the downtown beautification project this spring....;Volunteers Needed for Downtown Beautification Project
Lost: Prescription glasses in a black case, possibly left on...;LOST Prescription Glasses
The local astronomy club is hosting a night of stargazing...;Next Friday's Night of Stargazing
Found a backpack containing school books and a lunchbox at...;Found a Backpack at Victory Park
I'm starting a fitness challenge group and looking for participants...;I'm Starting a Fitness Challenge Group
A documentary film about the history of our town is...;A documentary film about the history of our town is...
The annual River Run 5K is seeking sponsors. If your...;The annual River Run 5K is seeking sponsors.
Reminder to all residents: The annual community survey is live....;The annual community survey is live.
Lost: A small drone, last seen flying over Maple Park...;Lost: A Small Drone, Last Seen Flying Over Maple Park
The public library is starting a teen book club this...;TEEN BOOK CLUB THIS SUMMER
A workshop on native plants and their benefits to our...;Native Plants and Their Benefits
If you've found a set of car keys with a...;If you've found a set of car keys with a...
The local animal shelter is offering discounted microchipping services this...;Protect your pets by ensuring they can always be identified
Community Alert: We've noticed an increase in bicycle thefts in...;Community Alert: Increase in Bicycle Thefts
The community garden on Fifth Street is now accepting applications...;The community garden on Fifth Street is now accepting applications...
Anyone up for forming a local history club? We could...;Anyone Up for Forming a Local History Club?
A reminder that the annual street cleaning will begin next...;Annual Street Cleaning Begins Next Week
The jazz ensemble from the community college will be performing...;Jazz Ensemble Performance at City Park This Friday
Found: A small pouch containing various crafting tools, left behind...;Found: A small pouch containing various crafting tools
The city's transit authority will be holding a public hearing...;The City's Transit Authority Will Hold Public Hearing
Lost during the fun run: a digital sports watch, black...;Lost Digital Sports Watch
The local theater is seeking old newspapers and magazines for...;The local theater is seeking old newspapers and magazines for...
The high school robotics team is looking for local businesses...;The High School Robotics Team Needs Your Support
Free ESL classes will be offered every Monday and Wednesday...;Free ESL classes
The local beekeepers association is hosting a beginner's workshop on...;Beginner's Workshop on Beekeeping This Saturday
A wallet was found near the outdoor gym in Central...;Wallet Found Near Central Park Outdoor Gym
I make handmade jewelry and I'm thinking of setting up...;I Make Handmade Jewelry
Volunteers are needed to help set up and take down...;Volunteers Needed for Harvest Festival
The high school's annual craft bazaar is next weekend. Come...;The High School's Annual Craft Bazaar
Lost: a small drone with a red stripe, last seen...;Lost Drone with Red Stripe
Reminder: Dog licenses must be renewed by the end of...;Dog licenses must be renewed by the end of this...
The city is planning a reforestation day next month. We're...;The City is Planning a Reforestation Day
A set of car keys with a novelty football keychain...;A set of car keys with a novelty football keychain...
The community orchestra is inviting local musicians to join their...;Auditions next Saturday at the community music hall
The local business association is hosting a networking event for...;Networking Event for Small Business Owners
Found: A pair of prescription glasses in a black case...;FOUND: A Pair of Prescription Glasses
The town hall is exhibiting a collection of historical photographs...;The Town Hall Exhibiting Historical Photographs
I've noticed a few stray dogs around the neighborhood recently....;I've noticed a few stray dogs around the neighborhood recently.
Lost: A children’s backpack with cartoon characters, last seen at...;LOST: A childrenâ€™s backpack with cartoon characters
The local veterans' group is organizing a charity raffle to...;The Local Veterans' Group Organizing Charity Raffle
The downtown area will be closed to vehicle traffic this...;The downtown area will be closed to vehicle traffic this...
Found: A small gold ring at the city park near...;A Small Gold Ring Found at City Park
Volunteers needed for the city’s annual film festival. Roles include...;Volunteers Needed for the Cityâ€™s Annual Film Festival
The local botanical garden is starting a series of weekend...;Sustainable Gardening Practices
Reminder: The community center's swimming pool will be closed for...;The Community Center's Swimming Pool Will Be Closed
The annual community art contest is now accepting entries. This...;Our Town in Color
A resident has reported a lost pet ferret in the...;LOST PET FERRET IN OAKRIDGE NEIGHBORHOOD
The local historical society is seeking donations of artifacts and...;The local historical society is seeking donations of artifacts and...
Is anyone else interested in sustainable living? I'm trying to...;Is Anyone Else Interested in Sustainable Living
