A;B
A stray dog has been seen roaming near the industrial...;Stray Dog Spotted in Industrial Area
The high school's annual art show is open to the...;The High School's Annual Art Show Is Open To The...
We're organizing a neighborhood carpool system to help reduce traffic...;Neighborhood Carpool System
The local library is starting a series of bi-weekly workshops...;Digital Literacy Workshops at Local Library
Please be advised that the annual maintenance of the town's...;Please be advised that the annual maintenance of the town's...
A brown leather briefcase was left in the cab of...;Brown leather briefcase left in downtown taxi
There's a community effort to restore the old mill and...;There's a community effort to restore the old mill and...
The high school is collecting donations for their upcoming drama...;The High School Needs Your Help
Our community garden plots are now available for the coming...;Community Garden Plots Now Available
Weíre looking for volunteers to help with the spring festival...;We're looking for volunteers
I found a set of keys near the lake trail,...;I Found A Set Of Keys Near The Lake Trail
There will be a CPR and first aid training session...;CPR and First Aid Training Session This Saturday
The monthly meeting of the town council will take place...;New Park Development Plans
The local art club is holding an outdoor painting session...;This Sunday at City Park
Our town's historical society is looking for volunteers to help...;Our Town's Historical Society Seeks Volunteers
Missing: a small drone, last seen flying over Community Park....;Missing Drone Over Community Park
The community center's annual bake sale to support local homeless...;The Community Center's Annual Bake Sale
The road by the elementary school will be partially closed...;The road by the elementary school will be partially closed...
The local veterans' association is organizing a charity run next...;The local veterans' association is organizing a charity run next...
A silver locket was found in the community hall following...;A Silver Locket Was Found
I just opened a yoga studio downtown and am offering...;I Just Opened a Yoga Studio
The community orchestra has openings for violinists and cellists for...;The community orchestra has openings for violinists and cellists for...
There is a recall on the ìBakerís Delightî bread maker...;There is a recall on the ‚ÄúBaker‚Äôs Delight‚Äù bread maker...
Lost cat: an orange tabby with a white chest, very...;LOST CAT: Orange Tabby with White Chest
We are initiating a neighborhood carpool program. If you're interested...;Neighborhood Carpool Program - Next Thursday
There's a proposal to build a new playground at the...;To Voice Your Opinions On The New Playground Proposal
The annual community photo contest is now accepting entries. This...;"""Annual Community Photo Contest Now Accepting Entries"""
Volunteers are needed for the downtown clean-up day next Saturday....;Meet at the town square at 9 AM ready to...
The local book club is looking for new members to...;"""Join Local Book Club Discussions"""
A reminder to all residents to adhere to the recycling...;Incorrect Sorting Can Lead To Contamination
The high school track and field team is hosting a...;High School Track and Field Team Car Wash Fundraiser
Is anyone interested in a weekly game night? I was...;Is anyone interested in a weekly game night?
There's a new exhibit on regional wildlife at the Natural...;There's a new exhibit on regional wildlife at the Natural...
The community health clinic will be closed for renovations starting...;The Community Health Clinic Will Be Closed
An orange and white bicycle was found locked outside the...;Orange and White Bicycle Found Outside Library
The annual food drive for the local pantry starts next...;The annual food drive for the local pantry starts next...
If anyone has expertise in repairing old radios, the school's...;If anyone has expertise in repairing old radios
The local animal shelter is offering discounted adoption fees this...;The local animal shelter is offering discounted adoption fees this...
Reminder: Property taxes are due at the end of the...;Property Taxes Are Due
A wallet was found at the bus station on Main...;The Community Soccer League Needs Referees
We're launching a weekend farmers' market starting this Saturday in...;Wallet Found at Bus Station
I've been practicing Spanish and I'm looking for someone to...;We're launching a weekend farmers' market
