A;B
Free cat adoption event this weekend at the local animal...;The Neighborhood Watch Group Seeks New Members
Join us for a historical walking tour of the old...;Free Cat Adoption Event This Weekend
The environmental club is organizing a cleanup day at the...;Join us for a historical walking tour of the old...
Our community center is offering free yoga classes every Wednesday...;Bring friends and family and help keep our shores clean!
Reminder: The deadline to pay your property taxes without penalty...;FREE Yoga Classes Every Wednesday Evening
Lost: A special edition running watch last seen at the...;Reminder: Deadline to Pay Property Taxes Without Penalty Approaching
The local theater group is performing Shakespeare in the Park...;Lost: A Special Edition Running Watch
Urgent: Blood donors needed at the city hospital this Thursday....;Shakespeare in the Park this month
Found: A child’s stuffed bear in the playground on Elm...;Urgent: Blood Donors Needed
The junior soccer league is open for registration. Children ages...;A child's stuffed bear found in playground on Elm Street
Pothole repairs are scheduled for Third Avenue next week. Expect...;The Junior Soccer League
A crafting meetup is happening at the community hall next...;Pothole Repairs Scheduled for Third Avenue Next Week
The local scout troop is looking for kids interested in...;A crafting meetup is happening at the community hall next...
Attention pet owners: A pet vaccination clinic will be hosted...;Local Scout Troop Seeks Kids for Outdoor Adventures
Garage sale this weekend at the corner of Cedar and...;Attention Pet Owners: Pet Vaccination Clinic This Saturday
Community Alert: There have been reports of suspicious activities in...;Don't miss out!
A community potluck is scheduled for next month at the...;Community Alert
Our neighborhood tennis club is hosting a tournament next month....;Bring Your Best Dish
Lost: A drone in the park area during last weekend's...;Neighborhood Tennis Club Hosting Tournament Next Month
Volunteers needed to help organize the annual Harvest Festival. It's...;LOST: A Drone in the Park Area
Reminder: Property taxes are due at the end of the...;Volunteers Needed for Annual Harvest Festival
The community choir is looking for new members to join...;Property Taxes Due
Found: A pair of prescription glasses at the community pool....;The Community Choir Seeks New Members
The local museum is offering a new exhibit on the...;Found: Prescription Glasses at the Community Pool
Join us for the annual Tree Planting Day this Sunday...;Explore Vintage Cameras and Iconic Photographs
Notice of power outages: Scheduled electrical maintenance will occur this...;Join Us for the Annual Tree Planting Day
Free health screening event at the community clinic this month....;Notice of Power Outages
Attention parents! The local youth center is now offering after-school...;Free Health Screening Event
