A;B
Community Pool Opens for the Season this Weekend!;Reminder: The community pool opens for the season this weekend!...
I'm starting a casual meet-up group;If anyone is interested in learning about or discussing sustainable...
Celebrating its 5th anniversary with an open house next;The downtown art gallery is celebrating its 5th anniversary with...
I'm offering lawn mowing services this summer.;I’m offering lawn mowing services this summer. I have my...
Thank you So Much;To anyone who helped push my car out of the...
Lost Cat Since Monday;Lost cat: Our family's gray tabby, Whiskers, has been missing...
Our community library starting weekend reading program;Our community library is starting a weekend reading program for...
Attention Cyclists: The City Will Be Adding Bike;Attention cyclists: The city will be adding bike racks at...
Does Anyone Have Experience;Does anyone have experience with rainwater collection systems? I'm looking...
Calling all green thumbs!;Calling all green thumbs! We're looking for guest contributors to...
The Annual Community Yard Sale;The annual community yard sale is scheduled for next Saturday...
Bulk Trash Pickup Happening Next Week;A reminder that bulk trash pickup is happening next week....
I Found a Set of Car Keys;I found a set of car keys near the coffee...
Starting a Community Cycling Group;We're starting a community cycling group that will meet every...
I recently moved here;I recently moved here and I'm a professional carpenter looking...
"Auditions for Summer Production of ""Grease""";The local theater is holding auditions for its summer production...
I'm trying to get a weekly knitting and crochet group...;If anyone is interested in a weekly knitting and crochet...
Organizing a Meeting to Discuss Recent Concerns;Our neighborhood watch is organizing a meeting to discuss recent...
I'm offering free piano lessons for beginners.;I'm offering free piano lessons for beginners. I have a...
The local high school's robotics team is hosting a car;The local high school's robotics team is hosting a car...
Lost Cat: My Grey Tabby;Lost cat: My grey tabby, Misty, has been missing since...
I'm organizing a book;I'm organizing a book drive to help restock the library...
Organic pest control methods;The community garden is offering a workshop on organic pest...
A black wallet was found in the park near the...;A black wallet was found in the park near the...
We're looking for local bands to perform;We're looking for local bands to perform at the upcoming...
I'd like to give them away;My kids have outgrown their bicycles, and I'd like to...
Please keep your dogs;Reminder to all residents: Please keep your dogs on a...
Seeking Volunteer Drivers for Weekly Grocery Shopping;The seniors' center is looking for volunteer drivers to help...
Found a small drone in Lincoln Park near the playground.;Found a small drone in Lincoln Park near the playground....
The city council is hosting a public;The city council is hosting a public forum on the...
Anyone Missing a Green Parakeet?;Anyone missing a green parakeet? A little bird has been...
The Annual Children's Book Fair;The annual children's book fair will be held at the...
I lost a silver bracelet;I lost a silver bracelet somewhere between Park Avenue and...
We're planning;We're planning a cleanup day for the community trails system....
The local fire department will be conducting a controlled burn;The local fire department will be conducting a controlled burn...
The Community Pool Opens for the Season!;Reminder: The community pool opens for the season this weekend!...
Please Message Me If;Please message me if interested....
I'm starting a casual meet-up group;If anyone is interested in learning about or discussing sustainable...
Celebrating its 5th Anniversary with an Open House;The downtown art gallery is celebrating its 5th anniversary with...
The Local Park Now Requires;Reminder for all pet owners: The local park now requires...
The city is launching a new lecture;The city library is launching a new lecture series focused...
Found a blue USB drive in the community center;Found a blue USB drive in the community center parking...
Proper sorting helps reduce waste and keeps our;Reminder: Please adhere to the recycling guidelines posted on our...
We Are Starting a Neighborhood Initiative;We are starting a neighborhood initiative to assist the elderly...
There's a new art exhibition at the downtown gallery;There's a new art exhibition at the downtown gallery featuring...
The Spring Fling Festival;The annual Spring Fling Festival is seeking local vendors. If...
Missing: One small drone, last seen flying near;Missing: One small drone, last seen flying near Maple Street...
I’m organizing a winter;I’m organizing a winter clothing drive for the homeless shelter...
Heads Up, the Annual Community Cleanup will;Heads up, the annual community cleanup will be this Saturday....
Be on the lookout for increased deer activity near;Community Alert: Be on the lookout for increased deer activity...
I’m Offering Math Tutoring;I’m offering math tutoring for high school students. If your...
If Finds a Set of Silver Hoop Earrings at;If anyone finds a set of silver hoop earrings at...
Notice: The Water Main on Jefferson Ave Will Be Shut...;Notice: The water main on Jefferson Ave will be shut...
Found a Child's Stuffed Bear in the Park...;Found a child's stuffed bear in the park near the...
The local Theater Group Needs Your Help!;The local theater group is looking for props and vintage...
Our community's annual book;Our community's annual book fair is returning! We’re currently accepting...
Renew Pet Licenses by the End of This Month;A reminder that pet licenses need to be renewed by...
Volunteers Needed for Community Garden’s Fall Planting Event Next Week;Volunteers needed for the community garden’s fall planting event next...
Let's ace these exams together!;Looking for a study buddy for German language exams. If...
The high school jazz band will be giving a free...;The high school jazz band will be giving a free...
If you're an expert in crafting;If you’re an expert in crafting, consider leading a workshop...
The local food pantry is running;The local food pantry is running low on supplies. We're...
Free Yoga Classes;Free yoga classes are being offered at the park every...
Car-Free Day;Our neighborhood is organizing a car-free day next month to...
Lost: A gold bracelet;Lost: A gold bracelet in the vicinity of Pine Street...
The local volunteer fire department;The local volunteer fire department is hosting an open house...
Attention all tech enthusiasts;Attention all tech enthusiasts: We're forming a new club to...
Heads Up! There Will Be a Temporary Road Closure on...;Heads up! There will be a temporary road closure on...
I Found a Set of House Keys Near the Fountain...;I found a set of house keys near the fountain...
