Subject Line A;Subject Line B
Cooking Collective: Weekly session;Weekly Cooking Collective session
Jewelry Selling at Local Markets: Seeking advice to start;Jewelry Selling at Local Markets: Seeking advice
Essential Health Services Free: Blood pressure, flu shots at the...;Blood Pressure and Flu Shots
Pets Need Homes: No fees this month. Add a furry...;Add a furry member to your family
Film Enthusiasts Invited: Weekly classics screening in a prime setup.;Film Enthusiasts Invited
Community Cooking: Join us for meal-prepping and tips exchange.;Tips Exchange
Local Artisan Advice: Starting a market booth for handmade crafts.;Starting a market booth for handmade crafts
Free Medical Services: This weekend at the community center. Stay...;Stay Healthy and Informed
Animal Shelter Crisis: Urgent help needed to adopt pets. Fee...;Animal Shelter Crisis: Urgent help needed to adopt pets. Fee...
Enjoy Classic Movies: Weekly gatherings at a home theater setup.;Weekly gatherings
Meal Preparation Together: Save on week's meals and make new...;Meal Preparation Together
Advice for Craft Market Booths: Looking for experienced insights.;Looking for Experienced Insights
Health Screenings Available: Come get your flu shot and more...;Health Screenings Available
Help Local Shelters: Adopt a pet for free this month....;Adopt a pet for free this month.
Gather for Movie Classics: Share the joy of cinema weekly.;Share Cinema
Weekly Meal Prep Meet-Up: Cook in bulk and share culinary...;Weekly Meal Prep Meet-Up
Tips for Market Vendors: Insights on selling handmade jewelry.;Market Vendors Tips
Healthcare Services for Free: Don't miss this Saturday's community health...;Don't miss this Saturday's community health event
Notice of power outages: Scheduled electrical maintenance will occur this...;Power outages scheduled
Missing: One small drone, last seen flying near Maple Street...;Small drone with green stripes
I found a set of keys near the bus stop...;Keys with a red keychain
Iâ€™m offering math tutoring for high school students. If your...;Available Evenings and Weekends
We've noticed an increase in graffiti and vandalism at the...;Increase in graffiti and vandalism
Join us this Saturday to revitalize the historic Johnson's Field!...;Join us this Saturday to revitalize Johnson's Field
Interested in local history? Volunteer for the libraryâ€™s archive sorting...;Tea and coffee will be served
Reminder! Free pilates sessions every Wednesday at 6 PM in...;Bring exercise mat and positivity
Calling all artists! Contribute your skills to the mural project...;Contribute your skills
Book lovers unite for the annual book swap event next...;Meet Fellow Readers
Pet adoption day this Sunday at Pet Haven Shelter! Come...;Pet adoption day this Sunday at Pet Haven Shelter!
Gardeners, gear up for the Spring Seed Swap at Green...;Saturday Seed Swap
DIY Workshop! Learn how to upcycle furniture this Tuesday at...;DIY Workshop!
Neighborhood watch meeting at the town hall this Monday at...;Join the Neighborhood Watch
Fitness fun day in Riverside Park next Sunday! Activities include...;Join us for fitness activities
Tech help day! Volunteers needed to assist seniors with using...;Tech help day!
Foodies alert! The annual Pie Bake-Off is happening at the...;Register Now
Local theater group is seeking volunteers for their upcoming production's...;No Experience Required
Join the conversation at the Town Hall this Wednesday at...;Join the community discussion on public transport
Craft Fair next weekend at Oakwood School! Local artisans will...;Local craftspeople at Oakwood School
