Subject Line A;Subject Line B
Are you a nature lover? Join the park ranger-led hike...;Join the park ranger-led hike
Calling all crafty folks! The community center is hosting a...;Calling all crafty folks
The town's annual clean-up event is scheduled for April 15th....;Beautify Our Parks on April 15th
Local artist Jane Doe is seeking models for her upcoming...;Models Wanted for Painting
The community center's summer camp program is now accepting registrations....;Limited Spaces Available
Our local food bank needs donations of canned goods and...;Donations Needed
The town's historic preservation society is hosting a lecture series...;Discover our town's past
If you're interested in joining our community choir, please attend...;St. Mary's Church Rehearsal
Join us at the local library for a book club...;Join us at the local library for a book club...
The town's annual charity walk is scheduled for next Saturday,...;Annual Charity Walk is Coming Up
Learn how to cook authentic Italian cuisine with Chef Maria...;Learn How to Cook Authentic Italian Cuisine
The town's youth soccer league is looking for volunteers to...;Youth Soccer League Needs Coaches
Join the local gardening club this Saturday from 9-11 AM...;Join the local gardening club this Saturday
The annual town fair is coming up on Saturday from...;Saturday from 11 AM to 5 PM
Calling all bookworms! Our local library is hosting a used...;Stock Up on Great Reads
Get ready to groove at the annual summer concert series...;Annual summer concert series
Attention all gardeners! Our community gardening club is hosting a...;This Saturday from 10 AM to 2 PM
The town's annual holiday market is coming up on December...;Holiday Market Volunteers Required
Are you an avid gardener? Join our community garden group...;Are You an Avid Gardener?
The local animal shelter is hosting a fundraiser walk-a-thon on...;The Local Animal Shelter Is Hosting A Fundraiser Walk-A-Thon
Join us this Friday at 6 PM as we kick...;Join us this Friday at 6 PM
The local library is hosting a book drive next weekend!...;Support literacy programs
Join us for the annual SummerFest celebration this Saturday at...;SummerFest celebration this Saturday
Calling all volunteers! Our school's garden club needs your help...;Calling all volunteers
Get ready for the biggest garage sale of the year!...;Garage Sale of the Year
The local animal shelter is in need of pet supplies,...;Make a Difference with Your Donation
It's time to get creative! Our community center is hosting...;Support the Arts
The town's library is hosting a book club meeting this...;Book Club At The Library
Get ready for a night of stargazing with our astronomy...;Saturday stargazing event
Join us for a free yoga class every Sunday morning...;Free yoga class every Sunday
The annual holiday market is coming up! Mark your calendars...;Mark your calendars for December 15th
Our town's animal shelter is hosting an adoption fair this...;Meet Furry Friends
The local theater group will be performing their latest production,...;Friday and Saturday Nights
Join us for a free yoga class on Thursdays at...;Free yoga class every Thursday
Calling all bookworms! Our library is hosting an author reading...;Author reading series
Get ready for a night of music and fun at...;Live Performances by Talented Musicians
Are you an avid hiker? Join us on Saturday morning...;All levels welcome - just bring your hiking boots and...
The library is hosting a free book club meeting every...;The Nightingale
Get creative with our new painting class on Mondays at...;Get creative with our new painting class
Join us for a free yoga session every Saturday morning...;Free yoga sessions every Saturday
The local animal shelter is hosting an adoption fair this...;Come Meet Some Furry Friends
Learn to cook with our new cooking class on Thursdays...;New Cooking Class Starting
The local park is hosting a free outdoor concert series...;Join us for great music and picnic vibes
"Our community center is offering a new cooking class, ""Taste...";“Cooking Class for Everyone”
The library's book club will be discussing our latest selection...;Book Club Meeting
Our local farmers market is open every Saturday morning, featuring...;Saturday morning, come support your neighbors
Join the community choir for a free concert on June...;Join the community choir for a free concert
The library is hosting a free book club meeting every...;Free book club meeting
Join us for our annual summer concert series at the...;Summer Concert Series
Our local animal shelter is in need of donations -...;Food, Toys, and Blankets Appreciated
The city's art museum is offering free admission to students...;Show your student ID at the door
Join us for a fun night out at our annual...;Join us for a fun night out at our annual...
The local YMCA is offering free swim lessons to kids...;Free Swim Lessons for Kids
Join us for a free yoga class on Saturday morning!...;Yoga class on Saturday
We're organizing a neighborhood clean-up day next weekend and need...;Join the Clean-up Effort
The local library is hosting an author reading series this...;Book Lovers Unite
Looking for a new hobby or want to learn something...;Discover a new talent with our community center classes
The school's PTA is hosting a bake sale this Friday...;Come support local bakers
We're launching a new book club at the library next...;We're launching a new book club
Join us for a free yoga class every Saturday morning...;Yoga Every Saturday
