Subject Line A;Subject Line B
Free yoga class for beginners at the park next Saturday....;Join us for a relaxing morning of stretching
Attention shoppers! The annual holiday market is coming up on...;Mark your calendars
Reminder: The annual Community Garage Sale is happening this Saturday...;This Saturday from 8 AM
Calling all book lovers! Our community library is hosting a...;Support literacy programs
Get ready for a night of music and fun! The...;Bring your lawn chairs, blankets, and dancing shoes
Neighborhood Garage Sale: Join us for a community-wide garage sale...;Join us for a community-wide garage sale
The local library is hosting an author reading series next...;Best-Selling Novelist
For sale: Gently used bicycle in excellent condition, perfect for...;For Sale: Gently Used Bicycle
Lost: A small, black wallet containing cash, credit cards, and...;Small Black Wallet with Cash
Community Event: Join us at the park this Sunday for...;Join us at the park this Sunday for a free...
Calling all book lovers! Our community library is hosting a...;Support Local Literacy Programs
Free yoga class: Join us for a free outdoor yoga...;All levels welcome, no experience necessary
Wanted: A vintage typewriter, preferably with working keys and a...;Wanted: Sturdy build
"Book Club: Our book club is reading ""The Great Gatsby""...";Discuss themes and characters
Join us at the local farmers' market this Sunday from...;Meet our vendors and enjoy live music
Book Club: Join us for a new book club starting...;Book Club: Join us for a new book club
Join us for a free outdoor movie night this Friday...;Join Us for a Free Outdoor Movie
