Subject Line A;Subject Line B
Calling all bookworms! Our local library is hosting a used...;Score Great Deals
Get ready to groove with us at the Summer Concert...;Free outdoor concerts every Thursday evening
"The town's animal shelter is hosting a ""Clear the Shelters""...";Discounted Adoption Rates
The annual charity walk is scheduled for next Saturday from...;Local Food Bank Benefit
The library will be hosting a free book club meeting...;Join our free book club meeting
The city's summer reading program is now open for registration!...;Read 10 Books for Prizes
The local farmers market will be held every Saturday from...;Support Local Vendors
The city's recreation department is offering free yoga classes for...;Yoga Classes for Adults
Join us for a morning yoga class every Saturday at...;Join us for yoga every Saturday
Get ready to groove with our new line dance class...;No Experience Necessary
The town's annual summer festival is coming up on July...;The town's annual summer festival
Learn to cook like a pro with our new cooking...;All skill levels welcome
Join us for a free outdoor movie night under the...;Join us for a movie night
Calling all book lovers! Our local library is hosting a...;Calling all book lovers!
Attention cyclists! The city's bike path will be closed from...;Plan your routes accordingly
Calling all gardeners! Our community garden is looking for volunteers...;Community garden volunteering
Attention shoppers! The local farmer's market will be open every...;Attention shoppers
Calling all music lovers! Our community center is hosting a...;Free concerts on first Friday of each month
The local museum is hosting an exhibit on ancient civilizations,...;The local museum is hosting an exhibit on ancient civilizations
Our school's annual talent show will be held next month,...;Talent show at school
