Subject Line A;Subject Line B
Reminder: Community potluck this Saturday at 5 PM in the...;Community potluck this Saturday at 5 PM
Looking for volunteers to help with the school fundraiser event...;Looking for Volunteers
Missing cat: Black and white tuxedo, very shy. Last seen...;Missing Cat: Black and White Tuxedo
Join us for our annual Easter egg hunt this Sunday...;Join Us for Our Annual Easter Egg Hunt
Free piano lessons offered at the local library every Wednesday....;Limited slots available for free piano lessons
Garage sale this weekend at 45 Oak Avenue. Come and...;Garage Sale This Weekend At 45 Oak Avenue
Free yoga classes available at the community center. Classes every...;Free Yoga Classes Available
Urgent: Volunteers needed for the riverside clean-up project this Saturday....;Urgent: Volunteers needed for the riverside clean-up project this Saturday.
Lost: Silver locket with a picture inside, highly sentimental. Lost...;Lost Silver Locket with Picture
Neighborhood watch meeting this Wednesday at 7 PM. Discussing recent...;Neighborhood Watch Meeting this Wednesday at 7 PM
Found: Set of car keys near the Main Square. Please...;Found: Set of car keys near the Main Square.
Reminder: Book club meeting tonight at the public library. Discussing...;To Kill a Mockingbird
Request for old magazines and books for the senior center....;Request for old magazines and books for the senior center.
Help needed: Looking for someone to assist with walking dogs...;Looking for Someone to Assist with Walking Dogs
Lost: Kidsâ€™ backpack, red with superheroes design, near town playground....;Lost: Kidsâ€™ backpack, red with superheroes design, near town playground.
Neighborhood BBQ this Sunday! Join us at Green Meadow Park...;Neighborhood BBQ this Sunday
Found: Kidsâ€™ plush toy near the community garden. If yours,...;Kids' Plush Toy Found
Substitute teacher needed for community art class. If you have...;Substitute Teacher Needed
Lost: Prescription glasses, black frame, near the downtown cafe last...;Lost: Prescription glasses, black frame, near downtown cafe last Tuesday.
Found: Bracelet with charms, looks antique. Found on Oak Street,...;Bracelet with charms, looks antique found on Oak Street
Community garden plots now available for the spring season. If...;Community Garden Plots Now Available
Lost: Small notebook, blue cover, with personal notes, near High...;Lost: Small notebook, blue cover, with personal notes, near High...
Help request: Moving assistance needed this Friday from 9 to...;Moving Assistance Needed This Friday
Curbside pickup for large trash items starts next week. Ensure...;Curbside pickup for large trash items starts next week.
Attention dog owners: A new dog park is opening next...;Attention Dog Owners
Our neighborhood watch is organizing a meeting to discuss recent...;Meeting to Discuss Recent Concerns about Vehicle Break-ins
Reminder: Property taxes are due at the end of the...;Property Taxes Due
We're looking for local bands to perform at the upcoming...;Local Bands Wanted for Community Festival
The annual haunted house fundraiser is back! We're looking for...;The annual haunted house fundraiser is back!
New Book Club Alert: Lovers of literature are invited to...;New Book Club Alert
A community yard sale is scheduled for next month. ...;A community yard sale is scheduled for next month.
