Subject Line A;Subject Line B
For sale: Gently used stroller suitable for newborns to toddlers....;Available for pickup at Elm Street
Wanted: A reliable and trustworthy dog walker to care for...;Dog Care Opportunity Available
Found: A lost cat, Fluffy, has been spotted near Oakwood...;Found: A lost cat, Fluffy, has been spotted near Oakwood...
Calling all bookworms! Our library is hosting a used bookstore...;Support local literacy programs
Calling all bookworms: Our local library is hosting a used...;Community's Literacy Programs
Attention all gardeners! The local nursery is offering a free...;Learn How to Turn Your Food Waste into Nutrient-Rich Soil
Calling all gardeners! The community garden is looking for volunteers...;Get your hands dirty and grow
The local animal shelter has a new litter of adorable...;Visit their website to learn more about the new kittens
Attention all book lovers: Our library is hosting an author...;Local Authors
The community center's art studio is offering a free painting...;Sign up for Free Painting Class
Reminder: Our neighborhood association meeting will take place this Wednesday...;All Residents Welcome
The local YMCA is hosting a charity walk/run event on...;Register for charity walk/run event
The local book club is hosting an author reading and...;Author reading and Q&A
Wanted: A reliable babysitter for a family of four, available...;Babysitter Needed for Family of Four
Attention all book lovers! The library is hosting a used...;Attention all book lovers
Reminder: Please keep your plants watered and pruned to maintain...;Keep your plants watered
Attention all artists: The annual art show is just around...;Registration details
A lost cat has been spotted wandering near the park...;Grey Feline with Green Eyes
Get ready for the Community Potluck! It's happening at the...;Get Ready for the Community Potluck
The neighborhood association is looking for volunteers to help with...;Give Back to Your Community
Local Author Book Signing: Meet local author Jane Doe at...;"Meet the Author of ""The Adventures of Max and Molly"""
Calling all book lovers! Our local library is hosting an...;Calling all book lovers!
The annual charity walk/run is coming up on March 19th!...;Join us for a morning of exercise and giving back...
Community Clean-Up: Join us this Saturday at the local park...;Join us for a community clean-up event!
Community Clean-Up: Join us on Saturday, April 15th for a...;Let's make our community shine!
Calling all book lovers! Our town's library is hosting a...;Support local literacy programs this Saturday
Missing: Golden retriever named 'Max'. Last seen around Oakwood Park,...;Golden Retriever Missing
Join us for a FREE yoga class this Saturday at...;All levels welcome
