Subject Line A;Subject Line B
The local business association is hosting a networking event for...; Meet Other Entrepreneurs
Found: A pair of prescription glasses in a black case...; Found: Prescription glasses at the pool
The town hall is exhibiting a collection of historical photographs...; Exhibit of Historical Photographs
I've noticed a few stray dogs around the neighborhood recently....; Dogs need catching
Lost: A children's backpack with cartoon characters, last seen at...;Lost: A children's backpack with cartoon characters
The local veterans' group is organizing a charity raffle to...; Tickets are available at various community businesses
The downtown area will be closed to vehicle traffic this...; Enjoy cycling and performances
Found: A small gold ring at the city park near...;Found: A small gold ring at the city park near...
Volunteers needed for the city's annual film festival. Roles include...; Roles Include Ticket Sales, Guest Ushering, and More
The local botanical garden is starting a series of weekend...; Gardening Practices
Reminder: The community center's swimming pool will be closed for...; The community center's swimming pool
The annual community art contest is now accepting entries. This...; Art Contest
A resident has reported a lost pet ferret in the...; Ferret Found in Oakridge Neighborhood
The local historical society is seeking donations of artifacts and...; Donate items to the society
Is anyone else interested in sustainable living? I'm trying to...; Organize group for eco-friendly practices
