A;B
The annual river cleanup is happening this weekend.;I’m trying to find a home for a friendly stray...
Iâ€™m trying to find a home for a friendly stray...;The environmental club is leading a cleanup at Beachy Head...
This Saturday Cleanup at Beachy Head;Heads up! A community garage sale is set for next...
Heads Up! Community Garage Sale Next Sunday;Experienced babysitter available! I'm certified in CPR and have five...
Experienced babysitter available!;I'm planning a plant exchange next month. Bring your cuttings,...
Bring Your Cuttings, Seedlings, or Potted Plants;Lost Dog Alert: Missing from near Central Park since yesterday....
LOST DOG ALERT: Brown and white spaniel with a red...;Street Fair this Saturday! Join us from noon to 5...
Street Fair this Saturday! Join us from noon to 5...;Reminder: School board meeting tonight at 8 PM in the...
Important discussions on budget and new school policies tonight;Book Lover's Club is meeting this Wednesday at the library....
The Great Gatsby;Yard waste pickup starts this Friday. Please have your leaves...
Yard Waste Pickup Starts This Friday;A new coffee shop, Bean There, is opening on Elm...
Free Coffee Samples This Monday;Community Alert: Be on the lookout for suspicious activity near...
Community Alert: Be on the lookout for suspicious activity near...;Fitness Fun Day at the Community Center this Wednesday at...
Fitness Fun Day at the Community Center;Seeking volunteers for the local food pantry this Saturday. Help...
Seeking Volunteers This Saturday;Got extra garden tools? The community garden is accepting donations....
Got Extra Garden Tools?;My daughter is raising money for her school trip by...
My daughter is raising money for her school trip by...;Bike Sale: Selling several gently used bikes Saturday at 111...
Bike Sale: Saturday at 111 Maple Ave. Great deals for...;Found Cat: Grey tabby found near Willow Park. Appears well...
Grey Tabby Found Near Willow Park;Local artist showcase at the Art Center this Friday. Come...
Local Artist Showcase This Friday;Karaoke night at the Oak Tree Tavern this Thursday night!...
Karaoke Night This Thursday;Free cooking class at the public kitchen this Monday. Learn...
FREE Cooking Class This Monday;Garage Sale Tips Workshop at the Community Hall this Tuesday...
Garage Sale Tips Workshop;Need help with fall leaf removal? Contact Jake at 555-2341....
Affordable Rates for Gardens and Driveways Cleaning;Join the Historic Walk through old town this Saturday morning....
Join the Historic Walk this Saturday morning;Puppy Training Sessions start next week at the Animal Welfare...
Puppy Training Sessions Start Next Week;Local theater group holding auditions for 'Romeo and Juliet'. Experienced...
Romeo and Juliet Auditions;Anyone know of a good piano tuner in the area?...
