A;B
Join Our Monthly Gardening Club;Community Potluck! Bring your favorite dish and join us at...
Bring your favorite dish and join us at the park...;We're excited to announce the grand opening of the new...
Grand Opening of the New Community Center;Fitness Challenge: We are starting a community fitness challenge next...
Fitness Challenge;Opportunity to Volunteer! Local food bank needs volunteers this weekend....
Opportunity to Volunteer!;Book Club Alert: Our neighborhood book club is reading 'The...
Book Club Alert;Jazz Nights are back at the local cafe! Come enjoy...
Jazz Nights Are Back;Lost Dog: A golden retriever named Buddy has gone missing...
LOST DOG: A golden retriever named Buddy has gone missing...;Tech Workshop: Learn the basics of computer programming at our...
Tech Workshop: Learn the basics of computer programming at our...;Yard Sale this Saturday! Multiple houses participating on Maple Street....
Yard Sale this Saturday!;Photography Club: Join us for a photography walk next Sunday....
Join us for a photography walk next Sunday.;Cycling Group: Interested in joining a weekend cycling group? Meet...
Join Weekend Cycling Group;Neighborhood Watch Meeting: Keep our community safe by joining the...
Neighborhood Watch Meeting;I'm on the lookout for a Tai Chi class close...
Tai Chi class close to downtown;Reminder: The annual pet vaccination drive is happening this Saturday...
Annual Pet Vaccination Drive This Saturday;Karaoke Night at the local bar this Thursday! Show off...
Karaoke Night at the local bar this Thursday!;Reminder: School registration is open. Please register your children for...
School Registration Open;DIY Workshop: Learn how to create your own home decorations...
DIY Workshop: Learn how to create your own home decorations;Road Closure Alert: Main Street will be closed this weekend...
ROAD CLOSURE ALERT;Puppet Show for Kids: Bring your kids to the community...
Bring your kids to the community theater this weekend for...;Historical Society Lecture: Join us for a lecture on the...
Join us for a lecture on the history of our...;Fitness Bootcamp: Get in shape with our morning fitness boot...
Get in shape with our morning fitness boot camp at...;Garden Exchange: Swap plants and gardening tips with fellow garden...
Garden Exchange;Volunteer at the Senior Center: Spend time with our senior...
Volunteer at the Senior Center;Art Exhibition: Local artists will be showcasing their work at...
Local artists will be showcasing their work at the downtown...;Lost: a small, black leather wallet near the high school...
Lost: a small, black leather wallet near the high school...;Cleanup Day: Join us for a community cleanup day next...
Cleanup Day: Join us for a community cleanup day next...;Comedy Night: Enjoy a night of laughs at the comedy...
Enjoy a night of laughs at the comedy club this...;Health Fair: Free health screenings and wellness tips available at...
Free Health Screenings and Wellness Tips Available Next Weekend;Lost Phone: A recent model smartphone was found near the...
Lost Phone: A recent model smartphone was found near the...;Seasonal Flu Shots: Get your flu shot at the local...
Get Your Flu Shot This Weekend;Bake Sale: Support our high school band by buying some...
Bake Sale: Delicious Homemade Treats Next Monday;Tree Planting: Help green our neighborhood by joining the tree...
Tree Planting Event;A wallet was found near the outdoor gym in Central...
Wallet Found Near Outdoor Gym in Central Park;Lost cat: My grey tabby, Misty, has been missing since...
LOST CAT: Grey Tabby Missing Since Yesterday;The annual food drive for the local pantry starts next...
The annual food drive starts next week.;The local fire department will be offering a free course...
Free Course on Home Fire Safety This Weekend;Lost: A small black notebook containing important research notes, last...
Lost: A small black notebook containing important research notes;Our community garden has a few plots available for the...
Our community garden has a few plots available for the...;Found: Set of keys in Lincoln Park. Includes a keychain...
Found: Set of keys in Lincoln Park with keychain.;For sale: Children’s bicycles in good condition. Available in sizes...
Children's Bicycles for Sale;Hunting Season Reminder: Please be aware of increased hunting activity...
Hunting Season Reminder;Community Yoga Meetup: Join us every Saturday at 10 AM...
Join us every Saturday at 10 AM;Garage Sale: Multiple families on Maple Street are coming together...
Garage Sale: Multiple families on Maple Street are coming together...;Missing: Blue parakeet named 'Sky'. Last seen around North Plaza....
Blue Parakeet Missing;Babysitter Needed: Seeking a reliable babysitter for Tuesday and Thursday...
BABYSITTER NEEDED;Neighborhood Watch Update: Keep an eye out for suspicious activities...
Neighborhood Watch Update: Keep an eye out for suspicious activities...;Attention, gardeners! The community garden is now accepting applications for...
Attention, gardeners! The community garden is now accepting applications for...;Free Painting Lessons: Offered by the community center every Wednesday....
Free Painting Lessons;Carpool Opportunity: Anyone interested in carpooling from Pine Street to...
Carpool Opportunity;Lost: Green scarf with a floral pattern, sentimental value. Lost...
Lost: Green scarf with a floral pattern;Piano Recital: Join us at the local church next Thursday...
Piano Recital;Tree Planting Day: Help beautify our neighborhood this coming Sunday....
Tree Planting Day;Notice: Road closure next Friday on Elm Street from 8...
Road Closure Next Friday on Elm Street;Volunteer Call: Assistance needed at the senior center for weekly...
Volunteer Call: Bring Joy to Our Elders;For Rent: One-bedroom apartment on Birch Street. Great condition, close...
One-bedroom apartment on Birch Street.;Lost Dog: Black Labrador, named Rocky. Last seen in the...
LOST DOG: Black Labrador, named Rocky;Pool Opening: The community pool will open next month. Season...
Bring the family and cool off this summer!;We've noticed an increase in graffiti and vandalism at the...
Increase in graffiti and vandalism at local park;Lost Drone: A white drone lost during a test flight...
