A;B
The annual fireworks display for the Fourth of July;Reminder: The annual fireworks display for the Fourth of July...
Cleanup at Beachy Head This Saturday;The environmental club is leading a cleanup at Beachy Head...
LOST: A Set of Keys with a Red Fob;Lost: A set of keys with a red fob, last...
The Community 5K is Just Around the Corner;Attention all runners: The community 5K is just around the...
How to Make Your Own Candles;The crafters guild is hosting a workshop on how to...
Vehicles parked illegally will be towed at the owner's expense.;Reminder: No parking on Main Street this Saturday due to...
The Community Orchestra Seeks Musicians;The community orchestra is looking for musicians who play woodwind...
Weâ€™re putting together a community quilt;We’re putting together a community quilt and looking for contributors....
Found: A Child's Drawing Pad Filled with Sketches, Left Behind...;Found: A child's drawing pad filled with sketches, left behind...
The City Is Updating Its Zoning Regulations;The city is updating its zoning regulations. A public hearing...
Come Support Local Farmers and Artisans;The downtown farmers' market is now open every Sunday from...
Attention All Pet Owners;Attention all pet owners: A free vaccination clinic for pets...
The local historical society is conducting a walking tour of...;The local historical society is conducting a walking tour of...
LOST: A blue and white striped beach towel;Lost: A blue and white striped beach towel, left on...
If Found, Please Contact Me;It has great sentimental value as it was a gift....
FOUND: GoPro Camera near Ridgeback Mountain;Found: A GoPro camera near the trails at Ridgeback Mountain....
Jazz Ensemble Performance at City Park this Friday;The jazz ensemble from the community college will be performing...
Notice of power outages: Scheduled electrical maintenance will occur this...;Notice of power outages: Scheduled electrical maintenance will occur this...
I've Just Started A Blog About Our Neighborhood's History And...;I've just started a blog about our neighborhood’s history and...
Attention all pet owners: A free vaccination clinic for pets...;Attention all pet owners: A free vaccination clinic for pets...
The local volunteer fire department is hosting an open house...;The local volunteer fire department is hosting an open house...
If anyone needs help setting up their new computers or...;If anyone needs help setting up their new computers or...
Join Us For A Night At The Movies In The...;Join us for a night at the movies in the...
Donâ€™t Miss Out on Great Bargains Right in Your Own...;Reminder: The annual neighborhood garage sale is happening this Sunday...
Get Your Sneakers On for the Charity Run Next Month!;Get your sneakers on for the charity run next month!...
Start Your Week with Some Peace and Tranquility;A meditation and yoga session will be held every Sunday...
The Author of the Month;The local library is introducing 'author of the month' series...
LOST: A Blue and White Striped Beach Towel;Lost: A blue and white striped beach towel, left on...
Beautifying Our Public Spaces;The city park department is looking for volunteers to help...
Local Pet Shelter in Desperate Need of Foster Homes;Our local pet shelter is in desperate need of foster...
Volunteer Drivers Needed for Weekly Grocery Shopping Trips;The seniors' center is looking for volunteer drivers to help...
Community Alert: There have been reports of suspicious activities in...;Community Alert: There have been reports of suspicious activities in...
Iâ€™m Organizing a Winter Clothing Drive for the Homeless Shelter...;I’m organizing a winter clothing drive for the homeless shelter...
Attention, Pet Owners: Reports of Increased Tick Activity in Local...;Attention, pet owners! There have been reports of increased tick...
Water Main Shut Off on Jefferson Ave Tomorrow;Notice: The water main on Jefferson Ave will be shut...
The Annual River Cleanup;The annual river cleanup is happening this weekend. We're looking...
I'm trying to find a home for a friendly stray...;I’m trying to find a home for a friendly stray...
BEACHY HEAD CLEANUP THIS SATURDAY;The environmental club is leading a cleanup at Beachy Head...
Heads Up! Community Garage Sale Next Sunday at Pine Grove...;Heads up! A community garage sale is set for next...
Experienced babysitter available!;Experienced babysitter available! I'm certified in CPR and have five...
I'm Planning A Plant Exchange;I'm planning a plant exchange next month. Bring your cuttings,...
LOST DOG ALERT: Missing from near Central Park since yesterday....;Lost Dog Alert: Missing from near Central Park since yesterday....
Street Fair this Saturday!;Street Fair this Saturday! Join us from noon to 5...
Important discussions on budget and new school policies tonight at...;Reminder: School board meeting tonight at 8 PM in the...
The Great Gatsby;Book Lover's Club is meeting this Wednesday at the library....
Yard Waste Pickup Starts This Friday;Yard waste pickup starts this Friday. Please have your leaves...
FREE Coffee Samples at New Coffee Shop, Bean There;A new coffee shop, Bean There, is opening on Elm...
Community Alert: Be on the lookout for suspicious activity near...;Community Alert: Be on the lookout for suspicious activity near...
Fitness Fun Day at the Community Center this Wednesday at...;Fitness Fun Day at the Community Center this Wednesday at...
Help Needed at Local Food Pantry This Saturday;Seeking volunteers for the local food pantry this Saturday. Help...
Got Extra Garden Tools?;Got extra garden tools? The community garden is accepting donations....
Offering Pet Sitting Services;My daughter is raising money for her school trip by...
Bike Sale: Saturday at 111 Maple Ave.;Bike Sale: Selling several gently used bikes Saturday at 111...
Grey Tabby Found Near Willow Park;Found Cat: Grey tabby found near Willow Park. Appears well...
Local Artist Showcase This Friday;Local artist showcase at the Art Center this Friday. Come...
Karaoke Night at the Oak Tree Tavern this Thursday;Karaoke night at the Oak Tree Tavern this Thursday night!...
Free Cooking Class at Public Kitchen this Monday;Free cooking class at the public kitchen this Monday. Learn...
Garage Sale Tips Workshop;Garage Sale Tips Workshop at the Community Hall this Tuesday...
Need Help with Fall Leaf Removal?;Need help with fall leaf removal? Contact Jake at 555-2341....
Historic Walk through old town this Saturday morning;Join the Historic Walk through old town this Saturday morning....
Puppy Training Sessions Start Next Week;Puppy Training Sessions start next week at the Animal Welfare...
Romeo and Juliet Auditions;Local theater group holding auditions for 'Romeo and Juliet'. Experienced...
Get Piano Tuner in the Area;Anyone know of a good piano tuner in the area?...
