Subject Line A;Subject Line B
A wallet was found near the outdoor gym in Central...;Wallet Found Near Outdoor Gym in Central Park
Lost cat: My grey tabby, Misty, has been missing since...;LOST CAT: Grey Tabby Missing Since Yesterday
The annual food drive for the local pantry starts next...;The annual food drive for the local pantry starts next...
The local fire department will be offering a free course...;Free Course on Home Fire Safety this Weekend
Lost: A small black notebook containing important research notes, last...;Lost: A small black notebook containing important research notes
Our community garden has a few plots available for the...;Our Community Garden Plots Available
Found: Set of keys in Lincoln Park. Includes a keychain...;Found: Set of keys in Lincoln Park. Includes a keychain...
For sale: Children's bicycles in good condition. Available in sizes...;Children's Bicycles For Sale
Hunting Season Reminder: Please be aware of increased hunting activity...;Hunting Season Reminder
Community Yoga Meetup: Join us every Saturday at 10 AM...;Join us every Saturday at 10 AM
Garage Sale: Multiple families on Maple Street are coming together...;Multiple Families Garage Sale this Saturday and Sunday
Missing: Blue parakeet named 'Sky'. Last seen around North Plaza....;Blue Parakeet Named 'Sky' Missing
Babysitter Needed: Seeking a reliable babysitter for Tuesday and Thursday...;BABYSITTER NEEDED
Neighborhood Watch Update: Keep an eye out for suspicious activities...;Keep an eye out for suspicious activities and report any...
Attention, gardeners! The community garden is now accepting applications for...;Attention, gardeners! The community garden is now accepting applications for...
Free Painting Lessons: Offered by the community center every Wednesday....;Free Painting Lessons
Carpool Opportunity: Anyone interested in carpooling from Pine Street to...;Carpool Opportunity: Anyone interested in carpooling from Pine Street to...
Lost: Green scarf with a floral pattern, sentimental value. Lost...;Lost: Green scarf with a floral pattern, sentimental value.
Piano Recital: Join us at the local church next Thursday...;Piano Recital
Tree Planting Day: Help beautify our neighborhood this coming Sunday....;Tree Planting Day
Notice: Road closure next Friday on Elm Street from 8...;Road Closure Next Friday on Elm Street
Volunteer Call: Assistance needed at the senior center for weekly...;Bring Joy to Our Elders
For Rent: One-bedroom apartment on Birch Street. Great condition, close...;One-bedroom apartment on Birch Street.
Lost Dog: Black Labrador, named Rocky. Last seen in the...;LOST DOG: Black Labrador, named Rocky.
Pool Opening: The community pool will open next month. Season...;Bring the Family and Cool Off this Summer!
We've noticed an increase in graffiti and vandalism at the...;Increase in Graffiti and Vandalism at Local Park
Lost Drone: A white drone lost during a test flight...;Lost Drone: A white drone lost during a test flight...
