Subject Line A;Subject Line B
Community Clean-Up: Join us for a day of cleaning up...;Meet at City Hall on Saturday morning
Local Artist Showcase: Come out and support local artists by...;Live music and food
Senior Citizen Appreciation Day: Show your appreciation for our senior...;Senior Citizen Appreciation Day
Community Garden Project: Help us grow a greener community by...;Make Our Town More Beautiful
Charity Run/Walk: Join forces with local charities for a fun...;Join forces with local charities for a fun run/walk event...
Calling all book lovers! The library is hosting a used...;Used bookstore sale this weekend
Get ready to groove! Our community center will be hosting...;Tickets available at the door or online
Attention shoppers! The annual holiday market is coming up this...;Attention shoppers!
Help us give back to our community! Our church will...;Help Us Give Back to Our Community
Calling all car enthusiasts! The local classic car club is...;Calling all car enthusiasts!
Local Farmers' Market: Fresh produce, baked goods, and handmade crafts...;Fresh produce, baked goods, and handmade crafts await you
Volunteer Opportunity: Help out at the local animal shelter by...;Volunteer Opportunity
Community Potluck Dinner: Join us for an evening of food,...;Friday Evening Feast
Yoga Classes: Get flexible and relaxed with our weekly yoga...;Yoga sessions every Tuesday
Book Club Meeting: Discuss the latest bestseller with fellow book...;Discuss the latest bestseller
Join us for our annual charity walk/run this Saturday at...;Join us for our annual charity walk/run this Saturday at...
The community center is offering free dance classes every Wednesday...;Free dance classes every Wednesday evening
Get ready to sweat with our new Zumba class on...;Get Ready to Sweat
Our monthly meditation session will take place this Thursday at...;Inner peace this Thursday
The local park is hosting a free outdoor movie night...;Friday Classic Film
Lost: A small drone with blue markings, last seen near...;Lost Drone with Blue Markings
The community center is hosting a free yoga class for...;Yoga Class for Seniors
Local artist Emma Taylor's latest exhibit opens tonight at the...;Art Show at Town Hall
The school's annual book fair is happening next week during...;Get Your Kids Excited About Reading
Attention, car enthusiasts! The classic car show returns this Saturday...;Attention, Car Enthusiasts!
Pet grooming services available now at Pet Paradise on Main...;Pet Grooming Services
Reminder: The deadline to pay your property taxes without penalty...;Pay property taxes before next Friday.
"Join us for our annual ""Taste of the Town"" food...";"Join us for our annual ""Taste of the Town"" food..."
Lost: A set of silver-rimmed reading glasses, possibly left on...;Lost: Silver-rimmed reading glasses
The community center is looking for volunteer drivers to help...;Help needed for weekly grocery shopping trips
Free yoga workshop this weekend at the park! All levels...;Free yoga workshop
Wanted: a set of golf clubs with a distinctive red...;Red Head Cover
Community Clean-Up Day: Join us this Saturday morning as we...;Meet at the town square at 9 am for supplies...
Free Yoga Session: Get flexible with our free yoga session...;Free yoga session for all levels
Lost Pet Alert: A golden retriever named Max has gone...;Missing Dog Alert
Art Class for Kids: Let your little ones unleash their...;Art Class for Kids
Reminder: The annual Fall Festival will take place this Saturday...;This Saturday at the town square
Road Closure Alert: Oak Street will be closed for roadwork...;Road Closure Alert
Free Yoga Session This Sunday! Join us at the community...;Free Yoga Session for Everyone
Book Club Meeting Rescheduled The book club meeting previously scheduled...;The book club meeting rescheduled
Community Clean-Up Day Join us on Saturday morning at 9:00...;Community Clean-Up Day
Book Lover's Club meets this Wednesday at the library to...;The Great Gatsby Book Club
The local theater group seeks vintage 1920s-style costumes for their...;Vintage costumes wanted
This weekend, join us at the farmer's market at the...;Join Us at the Town Square
"The technology club is enrolling for a workshop on ""Smart...";Smart Home Automation Workshop
Our community library launches its new reading challenge starting next...;New Reading Challenge at Our Community Library
Join us at the weekly farmer's market this Saturday at...;Saturday at the town square
Community clean-up event this Saturday at 9 AM! Let's work...;Keep our neighborhood beautiful and tidy
Local art studio hosting free painting class for beginners! All...;Free Painting Class for Beginners
Attention all book lovers: The library is hosting a used...;Attention all book lovers
Reminder to all residents: Don't forget that the annual town...;Annual Town Fair Next Saturday
Found: A lost cat in the neighborhood! If you're missing...;Found: A lost cat in the neighborhood!
The local art studio is offering a free painting class...;Wednesday Art Class
Reminder to all dog owners: Please keep those leashes short!...;Safety first, leashes short
The community garden is looking for volunteers to help with...;Spring Planting Needed
Lost: A small, black dog with a distinctive white patch...;Lost: A small, black dog with a distinctive white patch...
"Book Club: Join us for a discussion on ""The Alchemist""...";Join us for a thought-provoking novel
The local library is hosting a book club for adults...;Book Club for Adults
The local library is hosting a book club for adults...;"""Dune"" by Frank Herbert"
The annual Holiday Parade will take place on December 15th...;Join the Fun at the Holiday Parade
