Subject Line A;Subject Line B
The library is hosting a free author reading and book...;Meet Local Writer
Book club alert: Our next meeting is scheduled for Thursday...;Book Discussion
For Sale: Gently used exercise equipment - treadmill, stationary bike,...;For Sale: Gently used exercise equipment
Volunteer Opportunity: Join us at the local animal shelter this...;Join us at the local animal shelter this Saturday
The local farmers market is happening this Saturday from 9:00...;The local farmers market is happening this Saturday from 9:00...
The neighborhood association will be hosting a clean-up event next...;Gloves and trash bags for the clean-up event
The town's annual BookFest celebration is just around the corner!...;BookFest celebration
The town's annual Easter egg hunt is just around the...;Join us for a fun-filled morning
Calling all music lovers! The local community center is hosting...;Benefit Concert for Youth Orchestra
The town's community center is hosting a free yoga class...;Relaxation and Stress Relief in the Holiday Season
The annual town festival is scheduled for this weekend from...;If you're interested in participating as an exhibitor or performer,...
Iâ€™m organizing a neighborhood clean-up day for next Saturday morning....;Bring gloves and water!
Get ready for our annual Halloween Haunt! This year's event...;Join the Halloween Fun
The annual Harvest Festival is just around the corner! Join...;Harvest Festival
Calling all artists! Our town's annual ArtFest will be held...;ArtFest in downtown Main Street
Join us for our annual Christmas Parade and Tree Lighting...;Join us for our annual Christmas Parade
The annual FallFest celebration is just around the corner, taking...;Community event
Join us for a fun-filled evening of board games and...;Board games and snacks at the library
The local animal shelter is hosting an adoption fair this...;Adopt a furry friend this Saturday
Get ready to groove with us! Our annual summer concert...;Get Ready to Groove
The town's summer concert series is back for another year...;Free live music at the park gazebo
The local community garden is seeking volunteers to help with...;Get Your Hands Dirty
Our school's robotics team needs donations of materials and supplies...;Donate Materials for Competition
The city park department is organizing a clean-up event this...;Prepare for the summer season
