Subject Line A;Subject Line B
Community Clean-Up Event: Help keep our neighborhood beautiful by joining...;Join the Neighborhood Clean-Up
New Business Alert: A new coffee shop is opening downtown,...;New Business Alert
Artistic Opportunity: The local art museum is seeking submissions from...;Museum Exhibition Details
Pet Palooza: Join us at the park this Sunday for...;Fun-filled day at the park
The community's annual Earth Day celebration is next weekend at...;Join us for a day of eco-friendly products
Local Artists Wanted: The annual Art Walk is coming up!...;Local Artists Wanted
Lost and Found: A set of keys was found on...;Keys Found on Main Street
Book Club! Join us for our next meeting on Thursday,...;Meet Us at the Library
Found: A black leather wallet near the coffee shop on...;Found: A black leather wallet near the coffee shop
The local library is hosting an author reading series, featuring...;Great Literature and Discussion
"The neighborhood is organizing a charity event, ""Walk for Wellness,""...";Walk for Wellness
Garage Sale: A large garage sale will be held at...;Garage Sale
Summer Concert Series: Join us at the park this Friday...;Summer Concert Series
Yoga in the Park: Start your day with some yoga...;Start your day with some yoga stretches
Volunteer Opportunity: Help our local animal shelter care for furry...;Volunteer Opportunity
Art Class for Kids: Let your little ones unleash their...;Let your little ones unleash their creativity
Movie Night: Join us under the stars on Friday evening...;Join us for a Free Movie Night
Book Club: Join us for our next book club meeting...;The Great Gatsby
The annual neighborhood potluck dinner is coming up! Join us...;Join us for the neighborhood potluck dinner
Attention all artists! The annual art show is coming up...;Attention all artists
Wanted: Reliable babysitter for occasional evening care of two children...;Fun activities with kids
Anyone know of a good handyman service in the area?...;Good handyman
Looking for recommendations on local yoga studios or instructors. A...;Yoga instructors
Does anyone know of a reliable dog walker in the...;My pup needs exercise and socialization
Urgently needed: Donations for the community animal shelter's upcoming fundraiser...;Donations Urgently Needed for Animal Shelter
Volunteers needed for the local park clean-up initiative this Saturday...;Green spaces beautiful this Saturday
The local library is hosting a free book exchange event...;Free book exchange event with refreshments
Calling all gardeners! The community garden is hosting a workshop...;Create a sustainable garden
The local library is hosting a free author reading and...;Free book signing event next Thursday
Local artist seeking models for a life drawing class! If...;Local art class
Pet Adoption Event: Join us at the town hall on...;Forever Homes for Furry Friends
Community Event Alert: The annual SummerFest celebration is just around...;SummerFest Celebration
Attention all book lovers! The local library is hosting a...;Used Bookstore Sale
The local library will be hosting a free author reading...;Meet Talented Writer
Neighborhood Watch Meeting: Join us this Wednesday at 7 PM...;Ways to Work Together for a Safer Community
Book Club: Join us at the library this Wednesday evening...;Join us at the library this Wednesday evening to discuss...
It's time to get creative! Join us for a free...;It's time to get creative
Lost: A set of noise-cancelling headphones with a purple case...;Found Apple earbuds at the town's coffee shop
The annual Easter egg hunt is happening at City Hall...;The annual Easter egg hunt is happening at City Hall...
Attention all pet owners: The local animal shelter is hosting...;Saturday vaccination clinic
Need a hand with some heavy lifting this Saturday from...;Lifting help needed this Saturday
Calling all book lovers! The local library is hosting a...;Find great deals on used books
Calling all bookworms! The library is hosting a summer reading...;Calling all bookworms!
Reminder: Don't forget to register your pet with the city's...;Don't forget to register your pet
Attention shoppers! Our local farmers' market will be open every...;Attention shoppers
Notice of event: The annual SummerFest celebration is happening on...;Enjoy live music
Reminder: Please keep an eye out for your neighbors' properties...;Check in on your neighbors
The local community garden is hosting a free workshop on...;Composting this Saturday
Attention all book lovers! The local library is hosting a...;Attention all book lovers
Wanted: a reliable, used bike for sale. Must have sturdy...;Used Bike Available
