A;B
We Are Looking For Guest Speakers;We are looking for guest speakers for our monthly virtual...
Passionate About History? Join Our Local Museum as a Volunteer!;Our local museum is currently seeking volunteers to help guide...
This Friday at 7 PM in the school auditorium;The high school band is hosting a charity concert to...
The City Will Be Repaving Several Roads;The city will be repaving several roads starting next week....
Bring Your Plants to Trade;Our annual plant swap is happening next Saturday at the...
My Computer Has Been Acting Up, and I Think It...;My computer has been acting up, and I think it...
FREE CPR and First Aid Training This Month;The community center is offering free CPR and first aid...
LOST: A small drone, last seen near Pine Grove Park.;Lost: A small drone, last seen near Pine Grove Park....
The Local Food Bank Needs Your Help;The local food bank is in urgent need of canned...
Clean the Creek Day;"Join us for the annual ""Clean the Creek"" day next..."
I'm Offering Tutoring Services for Middle and High School Students...;I'm offering tutoring services for middle and high school students...
The Photography Club is Looking for New Members!;The photography club is looking for new members! We meet...
"MISSING CAT: ""Whiskers,"" a fluffy white Persian, has been missing...";"Missing cat: ""Whiskers,"" a fluffy white Persian, has been missing..."
Donations Needed for Community Theater Production;The community theater is seeking donations of old costumes and...
There's a computer skills workshop focusing on basic skills like...;Thereís a computer skills workshop focusing on basic skills like...
Found a small child's bike near the community center.;Found a small child's bike near the community center. It's...
I'm Offering Guitar Lessons;I'm offering guitar lessons in the evenings and weekends. Whether...
Meet Our Firefighters, Tour the Station, and Learn About Fire...;Our local fire station will be holding an open house...
The Neighborhood Council is Hosting a Forum;The neighborhood council is hosting a forum to discuss upcoming...
Property Taxes Due at the End of the Month;A friendly reminder that property taxes are due at the...
The Weekend Workshop on Watercolor Techniques;The local art league is hosting a weekend workshop on...
"The annual ""Books for Kids"" drive is happening now.";"The annual ""Books for Kids"" drive is happening now. We're..."
Attention All Runners: The Community 10K Race Is Just Around...;Attention all runners: The community 10K race is just around...
LOST DRONE ALERT - It's white with a blue stripe;Lost drone alert: I lost my drone while taking aerial...
Our Local History Group Seeks Old Photographs;Our local history group is seeking old photographs and stories...
Found a smartphone in Central Park near the fountain;Found a smartphone in Central Park near the fountain. It's...
Upgrade Your Skills for Today's Job Market;The local community college is offering evening classes in web...
Our Community Garden Has Plots Available;Our community garden has a few plots available for the...
Light Up the Night Holiday Parade Seeks Volunteers;"Our annual ""Light Up the Night"" holiday parade is seeking..."
If You've Lost a Pet, Check the Animal Shelter;If you've lost a pet, remember to check the animal...
Home Energy Efficiency Workshops;The neighborhood association is planning a series of workshops on...
This Sunday at 5 PM - Free Classical Music Concert...;The local symphony orchestra will be giving a free concert...
Volunteers Needed for Our Annual River Regatta;Volunteers needed for our annual river regatta next month. We...
The Community Pool Is Now Open For The Season;Reminder: The community pool is now open for the season....
LOST Silver Locket at Downtown Market;Lost a precious silver locket at the downtown market last...
FREE Lectures on Environmental Conservation;The local university extension is offering a series of lectures...
A Note to All Dog Owners;A note to all dog owners: Please clean up after...
Found a Pair of Prescription Glasses at the Bus Stop;Found a pair of prescription glasses at the bus stop...
I Lost A Small Gold Locket;I lost a small gold locket near the central plaza...
Taste of the Town Food Festival Next Weekend;"Join us for our annual ""Taste of the Town"" food..."
Stray Dog Seen Roaming Near Industrial Area;A stray dog has been seen roaming near the industrial...
The High School's Annual Art Show;The high school's annual art show is open to the...
Reduce Traffic and Pollution;We're organizing a neighborhood carpool system to help reduce traffic...
The local library is starting a series of bi-weekly workshops...;The local library is starting a series of bi-weekly workshops...
Annual Maintenance of the Town's Water System;Please be advised that the annual maintenance of the town's...
A Brown Leather Briefcase Was Left in a Downtown Taxi;A brown leather briefcase was left in the cab of...
There's a community effort to restore the old mill;There's a community effort to restore the old mill and...
The High School Needs Donations;The high school is collecting donations for their upcoming drama...
Community Garden Plots Available for the Coming Planting Season;Our community garden plots are now available for the coming...
We're looking for volunteers;Weíre looking for volunteers to help with the spring festival...
I FOUND A SET OF KEYS NEAR THE LAKE TRAIL;I found a set of keys near the lake trail,...
There will be a CPR and first aid training session...;There will be a CPR and first aid training session...
The New Park Development Plans;The monthly meeting of the town council will take place...
The Local Art Club's Outdoor Painting Session This Sunday;The local art club is holding an outdoor painting session...
Our town's historical society is looking for volunteers to help...;Our town's historical society is looking for volunteers to help...
Missing Drone Found Over Community Park;Missing: a small drone, last seen flying over Community Park....
The Community Center's Annual Bake Sale This Saturday;The community center's annual bake sale to support local homeless...
The Road by Elementary School to be Partially Closed for...;The road by the elementary school will be partially closed...
The local veterans' association is organizing a charity run next...;The local veterans' association is organizing a charity run next...
A Silver Locket Found in the Community Hall;A silver locket was found in the community hall following...
I Just Opened A Yoga Studio Downtown;I just opened a yoga studio downtown and am offering...
The Community Orchestra Has Openings;The community orchestra has openings for violinists and cellists for...
There is a recall on the ‚ÄúBaker‚Äôs Delight‚Äù bread maker...;There is a recall on the ìBakerís Delightî bread maker...
LOST CAT: ORANGE TABBY WITH WHITE CHEST;Lost cat: an orange tabby with a white chest, very...
Neighborhood Carpool Program Initiation;We are initiating a neighborhood carpool program. If you're interested...
To Voice Your Opinion on a New Playground;There's a proposal to build a new playground at the...
Annual Community Photo Contest Now Accepting Entries;The annual community photo contest is now accepting entries. This...
Meet at the town square at;Volunteers are needed for the downtown clean-up day next Saturday....
The Local Book Club is Looking for New Members;The local book club is looking for new members to...
Incorrect Sorting Can Lead to Contamination;A reminder to all residents to adhere to the recycling...
Car Wash Fundraiser for High School Track and Field Team;The high school track and field team is hosting a...
Is Anyone Interested In A Weekly Game Night;Is anyone interested in a weekly game night? I was...
New Exhibit on Regional Wildlife at the Natural History Museum;There's a new exhibit on regional wildlife at the Natural...
Community Health Clinic Renovations;The community health clinic will be closed for renovations starting...
Orange and White Bicycle Found Outside Library;An orange and white bicycle was found locked outside the...
The annual food drive for the local pantry starts next...;The annual food drive for the local pantry starts next...
If Anyone Has Expertise in Repairing Old Radios;If anyone has expertise in repairing old radios, the school's...
The Local Animal Shelter is Offering Discounted Adoption Fees This...;The local animal shelter is offering discounted adoption fees this...
Property Taxes Due at the End of the Month;Reminder: Property taxes are due at the end of the...
The Community Soccer League Needs Referees;The community soccer league is looking for referees for the...
A Wallet Was Found at the Bus Station;A wallet was found at the bus station on Main...
We're launching a weekend farmers' market this Saturday;We're launching a weekend farmers' market starting this Saturday in...
I'm Looking for Someone to Practice Spanish Conversation;I've been practicing Spanish and I'm looking for someone to...
LOST: A Small Black Notebook Containing Important Research Notes;Lost: A small black notebook containing important research notes, last...
The city's annual jazz festival is looking for volunteers.;The city's annual jazz festival is looking for volunteers. If...
The public library is discontinuing late fees on all children's...;The public library is discontinuing late fees on all children's...
If you're a homeowner interested in installing solar panels, the...;If youíre a homeowner interested in installing solar panels, the...
Found a set of hiking poles near Mount Parker;Found a set of hiking poles near the trailhead of...
The Local Theatre Company Needs Old Suitcases;The local theatre company is in need of old suitcases...
A FREE E-WASTE RECYCLING EVENT;A free e-waste recycling event will be held at the...
FREE Workshop on Budget Management and Personal Finance Next Tuesday...;The community center is hosting a workshop on budget management...
Annual Flower and Garden Show Accepting Last-Minute Entries;Notice for garden enthusiasts: The annual flower and garden show...
Local High School's Robotics Club Showcasing Projects;A local high school's robotics club is showcasing their projects...
Join Our Local Theater Group;Our local theater group is looking for new members to...
Attention Parents: The Community Library is Starting a New Storytime...;Attention parents: The community library is starting a new storytime...
If Anyone Is Interested In Participating In A Community Quilt...;If anyone is interested in participating in a community quilt...
If Found, Please Contact Me Directly;Lost during last weekend's festival: a small, digital camera. Itís...
The Downtown Improvement Committee Needs Your Help;The downtown improvement committee is looking for volunteers to help...
"Old 1920s-style costumes needed for upcoming play ""The Great Gatsby""";Our local theater is looking for old 1920s-style costumes for...
Gather at City Hall next Saturday at 9 AM;The annual community clean-up day is fast approaching. Gather at...
Increase in Litter in the Park Areas;We have noticed an increase in litter in the park...
This Sunday at the Westside Pavilion.;A reminder that the community potluck is happening this Sunday...
Bring Your Telescopes or Just Your Curiosity!;Local amateur astronomers are invited to join a night of...
Youth Center Urgently Needs Sports Equipment Donations;The youth center is in urgent need of sports equipment...
Weekly Toddler Story Time Every Wednesday;Exciting news for young parents and tots! Our community center...
I have a bunch of moving boxes in good condition...;I have a bunch of moving boxes in good condition...
A SET OF KEYS WAS FOUND THIS MORNING ON OAK...;A set of keys was found this morning on Oak...
To Anyone with Expertise in Tree Pruning;To anyone with expertise in tree pruning: The community orchard...
The Local Swim Team Is Hosting Tryouts Next Week;The local swim team is hosting tryouts next week for...
If Anyone Is Missing A Drone;If anyone is missing a drone, it was last seen...
The Historical Society is offering guided tours of the old...;The Historical Society is offering guided tours of the old...
Volunteers Needed;Volunteers needed: The food bank is looking for help sorting...
Keep Your Pets On A Leash;Reminder: Please keep your pets on a leash at all...
Harvest Festival Volunteers Needed;The community garden is organizing a harvest festival next month....
LOST: A small drone with red markings;Lost: A small drone with red markings, last seen near...
Leaf and Brush Pickup Scheduled for Next Monday;Reminder to all residents: Leaf and brush pickup is scheduled...
I'm Starting a Storytime for Kids at the Community Center;I'm a retired librarian and would love to start a...
Mystery Novel Reading Group;A reading group is forming at the local library for...
The High School's Annual Art Show is This Weekend;The high school's annual art show is this weekend. Come...
Free Health Clinic This Saturday;Free health clinic this Saturday at the community center from...
ATTENTION DOG OWNERS: A New Dog Park Is Opening Next...;Attention dog owners: A new dog park is opening next...
FOUND: A Set of House Keys with a Novelty Guitar...;Found: A set of house keys with a novelty guitar...
Local Scout Troops Car Wash Fundraiser;Local scout troops are holding a car wash fundraiser this...
Join The Community Choir!;The community choir is looking for new members. No audition...
Make Your Own Soap;If you're interested in learning how to make your own...
The Local Museum Seeks Volunteers for Upcoming Exhibit;The local museum is seeking volunteers for their upcoming exhibit...
Outdoor Yoga Classes Starting Next Week;An outdoor yoga class will be held every morning at...
I FOUND A SET OF KEYS NEAR THE BUS STOP;I found a set of keys near the bus stop...
Parking will be restricted on Main Street this Friday for...;Reminder: Parking will be restricted on Main Street this Friday...
LOST: A Child's Teddy Bear;Lost: A child's teddy bear, near the fountain in Central...
The local veterans' association is organizing a community picnic next...;The local veterans' association is organizing a community picnic next...
The neighborhood association is looking for articles and photos for...;The neighborhood association is looking for articles and photos for...
Blue Mountain Bike Found at Bus Station;A bicycle was found locked to a bench at the...
The Community Pottery Studio Open House Event;The community pottery studio is holding an open house event...
Volunteers Needed for Downtown Beautification Project;Volunteers are needed for the downtown beautification project this spring....
LOST Prescription Glasses in a Black Case;Lost: Prescription glasses in a black case, possibly left on...
The Local Astronomy Club is Hosting a Night of Stargazing;The local astronomy club is hosting a night of stargazing...
Found a Backpack Containing School Books;Found a backpack containing school books and a lunchbox at...
I'm Starting a Fitness Challenge Group;I'm starting a fitness challenge group and looking for participants...
A documentary film about the history of our town is...;A documentary film about the history of our town is...
The Annual River Run 5K Seeks Sponsors;The annual River Run 5K is seeking sponsors. If your...
The Annual Community Survey is Live;Reminder to all residents: The annual community survey is live....
LOST: A Small Drone, Last Seen Flying Over Maple Park;Lost: A small drone, last seen flying over Maple Park...
The Teen Book Club;The public library is starting a teen book club this...
Native Plants and Their Benefits to Our Local Ecosystem;A workshop on native plants and their benefits to our...
If you've found a set of car keys with a...;If you've found a set of car keys with a...
Protect Your Pets;The local animal shelter is offering discounted microchipping services this...
Community Alert: Increase in Bicycle Thefts in Downtown Area;Community Alert: We've noticed an increase in bicycle thefts in...
Community Garden on Fifth Street Now Accepting Applications;The community garden on Fifth Street is now accepting applications...
Anyone Up for Forming a Local History Club;Anyone up for forming a local history club? We could...
Annual Street Cleaning Reminder;A reminder that the annual street cleaning will begin next...
Jazz Ensemble to Perform at City Park This Friday Evening;The jazz ensemble from the community college will be performing...
Found: A small pouch containing various crafting tools;Found: A small pouch containing various crafting tools, left behind...
The City's Transit Authority to Hold Public Hearing on Bus...;The city's transit authority will be holding a public hearing...
Lost Digital Sports Watch;Lost during the fun run: a digital sports watch, black...
The local theater is seeking old newspapers and magazines for...;The local theater is seeking old newspapers and magazines for...
The High School Robotics Team Needs Your Help;The high school robotics team is looking for local businesses...
Free ESL Classes;Free ESL classes will be offered every Monday and Wednesday...
Beekeeper's Workshop This Saturday;The local beekeepers association is hosting a beginner's workshop on...
Wallet Found Near Outdoor Gym In Central Park;A wallet was found near the outdoor gym in Central...
I Make Handmade Jewelry;I make handmade jewelry and I'm thinking of setting up...
Volunteers Needed for Harvest Festival Setup;Volunteers are needed to help set up and take down...
The high school's annual craft bazaar is next weekend.;The high school's annual craft bazaar is next weekend. Come...
LOST: A Small Drone with a Red Stripe;Lost: a small drone with a red stripe, last seen...
Reminder: Dog licenses must be renewed by the end of...;Reminder: Dog licenses must be renewed by the end of...
The City's Reforestation Day Next Month;The city is planning a reforestation day next month. We're...
Car keys with novelty football keychain found in supermarket parking...;A set of car keys with a novelty football keychain...
Join Local Musicians for Spring Concert Series;The community orchestra is inviting local musicians to join their...
Networking Event for Small Business Owners;The local business association is hosting a networking event for...
Found: A Pair of Prescription Glasses in a Black Case...;Found: A pair of prescription glasses in a black case...
The Town Hall is Exhibiting a Collection of Historical Photographs;The town hall is exhibiting a collection of historical photographs...
I've noticed a few stray dogs around the neighborhood recently;I've noticed a few stray dogs around the neighborhood recently....
LOST: A children's backpack with cartoon characters;Lost: A childrenís backpack with cartoon characters, last seen at...
The Local Veterans' Group is Organizing a Charity Raffle;The local veterans' group is organizing a charity raffle to...
This Sunday's Downtown Open Streets Day;The downtown area will be closed to vehicle traffic this...
A small gold ring at the city park near the...;Found: A small gold ring at the city park near...
Volunteers Needed for the City's Annual Film Festival;Volunteers needed for the cityís annual film festival. Roles include...
Learn How to Make Your Garden More Eco-Friendly;The local botanical garden is starting a series of weekend...
The Community Center's Swimming Pool Will Be Closed for Annual...;Reminder: The community center's swimming pool will be closed for...
Our Town in Color;The annual community art contest is now accepting entries. This...
LOST PET FERRET IN OAKRIDGE NEIGHBORHOOD;A resident has reported a lost pet ferret in the...
Donations of Artifacts and Memorabilia Sought;The local historical society is seeking donations of artifacts and...
Is Anyone Else Interested in Sustainable Living?;Is anyone else interested in sustainable living? I'm trying to...
Financial Literacy Workshops Next Week;The community college is offering a series of free workshops...
A Child's Drawing Pad with Superhero Drawings Found;Found: A childís drawing pad with sketches, found on a...
Next Saturday is the deadline for registering for the community...;A reminder that next Saturday is the deadline for registering...
Downtown Parking Garage Renovations Starting Next Month;The downtown parking garage will be undergoing renovations starting next...
Drone Found in High School Football Field;A drone was found in the high school football field...
If You're Savvy With Smartphones, Tablets, or Computers;The local senior center is looking for volunteers to help...
LOST: A silver locket near Cedar Mall, sentimental value, contains...;Lost: A silver locket near Cedar Mall, sentimental value, contains...
Fabric Donations Urgently Needed for Romeo and Juliet Production;The community theater's costume department is in urgent need of...
Reminder: Quarterly Bulk Waste Collection;Reminder: The quarterly bulk waste collection is scheduled for next...
Meet the Author this Friday at 5 PM;"The public library is starting a new series called ""Meet..."
I'm offering mini photo sessions this weekend in the park.;I'm a professional photographer offering mini photo sessions this weekend...
Found: A set of professional drawing tools in a leather...;Found: A set of professional drawing tools in a leather...
Bring The Kids This Weekend For The Official Opening;The neighborhood park's new playground equipment installation has been completed....
Volunteers Needed for Winter Festival;Volunteers are needed for the upcoming Winter Festival. If you...
LOST: A wristwatch with a blue strap;Lost: A wristwatch with a blue strap, last seen in...
Winter Gardening - How to Prepare Your Garden for the...;The local garden club is offering a free session on...
The town's traffic lights at the intersection of Main and...;The town's traffic lights at the intersection of Main and...
Dog Walking Not Allowed;Reminder: Dog walking is not allowed on the artificial turf...
The Community Center Hosts Donation Drive For School Supplies;The community center is hosting a donation drive for school...
This Saturday at Greenway Park;Reminder: The cityís annual tree planting event is happening this...
Found: A small silver bracelet near the bus stop on...;Found: A small silver bracelet near the bus stop on...
Looking for Reliable Babysitter in the Area;Looking for recommendations for a reliable babysitter in the area....
Wi-Fi Upgrade This Thursday;The community library's Wi-Fi will be upgraded this Thursday, leading...
Businesses That Sponsor Will Have Their Logos Featured;The local youth soccer club is looking for sponsors for...
Attention Bird Enthusiasts;Attention bird enthusiasts: Join us for a bird-watching walk through...
LOST: A pair of prescription sunglasses at Sunset Park;Lost: A pair of prescription sunglasses at Sunset Park. They...
The City Council Seeks Public Feedback on New Bike Lanes;The city council is seeking public feedback on the new...
Volunteers Needed for Community Food Bank This Friday;Volunteers needed for the community food bank this Friday. We're...
The Importance of Being Earnest;The high school drama club is performing their spring play,...
Found: Drone in Thompson Field;Found: A drone in Thompson Field, likely from a recent...
The Neighborhood Watch Program is Organizing a Safety Workshop;The neighborhood watch program is organizing a safety workshop focused...
The Annual Book Sale;The annual book sale at the library is now accepting...
I Need a Helping Hand?;Need a helping hand? Iím available for babysitting or pet...
I Accidentally Ordered Two of the Same Book Online;I accidentally ordered two of the same book online. It's...
LOST: A small gold earring with a blue gemstone;Lost: A small gold earring with a blue gemstone, possibly...
The City Is Conducting A Survey To Understand The Community's...;The city is conducting a survey to understand the communityís...
The Local Veterans' Home Needs Volunteers;The local veterans' home is looking for volunteers to spend...
The annual fireworks display for the Fourth of July;Reminder: The annual fireworks display for the Fourth of July...
Cleanup at Beachy Head This Saturday;The environmental club is leading a cleanup at Beachy Head...
LOST: A Set of Keys with a Red Fob;Lost: A set of keys with a red fob, last...
The Community 5K is Just Around the Corner;Attention all runners: The community 5K is just around the...
How to Make Your Own Candles;The crafters guild is hosting a workshop on how to...
Vehicles parked illegally will be towed at the owner's expense.;Reminder: No parking on Main Street this Saturday due to...
The Community Orchestra Seeks Musicians;The community orchestra is looking for musicians who play woodwind...
We‚Äôre putting together a community quilt;Weíre putting together a community quilt and looking for contributors....
Found: A Child's Drawing Pad Filled with Sketches, Left Behind...;Found: A child's drawing pad filled with sketches, left behind...
The City Is Updating Its Zoning Regulations;The city is updating its zoning regulations. A public hearing...
Come Support Local Farmers and Artisans;The downtown farmers' market is now open every Sunday from...
Attention All Pet Owners;Attention all pet owners: A free vaccination clinic for pets...
The local historical society is conducting a walking tour of...;The local historical society is conducting a walking tour of...
LOST: A blue and white striped beach towel;Lost: A blue and white striped beach towel, left on...
If Found, Please Contact Me;It has great sentimental value as it was a gift....
FOUND: GoPro Camera near Ridgeback Mountain;Found: A GoPro camera near the trails at Ridgeback Mountain....
Jazz Ensemble Performance at City Park this Friday;The jazz ensemble from the community college will be performing...
Notice of power outages: Scheduled electrical maintenance will occur this...;Notice of power outages: Scheduled electrical maintenance will occur this...
