Subject Line A;Subject Line B
Calling all artists! Contribute your skills to the mural project...;Calling all artists
Book lovers unite for the annual book swap event next...;Community Center Book Exchange
Pet adoption day this Sunday at Pet Haven Shelter! Come...;Pet adoption day this Sunday at Pet Haven Shelter!
Gardeners, gear up for the Spring Seed Swap at Green...;Spring Seed Swap
DIY Workshop! Learn how to upcycle furniture this Tuesday at...;DIY Workshop!
Neighborhood watch meeting at the town hall this Monday at...;Meeting at the Town Hall
Fitness fun day in Riverside Park next Sunday! Activities include...;Fitness fun day in Riverside Park next Sunday
Tech help day! Volunteers needed to assist seniors with using...;Volunteers needed to assist seniors with using technology this Friday
Foodies alert! The annual Pie Bake-Off is happening at the...;Taste the Competition
Local theater group is seeking volunteers for their upcoming production's...;Set Design Needed
Join the conversation at the Town Hall this Wednesday at...;Join the community discussion on public transport
Craft Fair next weekend at Oakwood School! Local artisans will...;Local artisans at Oakwood School
