Subject Line A;Subject Line B
Join us for a fun night of trivia at the...;Fun Night of Trivia at the Local Pub
The community garden is looking for volunteers to help with...;Sign Up for Community Garden Work
Join us for a free yoga class every Saturday morning...;Saturday morning yoga class
"Our book club will be discussing ""The Nightingale"" by Kristin...";Book Club Information
The local animal shelter is hosting a pet adoption fair...;Meet some furry friends
I'm offering free tax preparation services to low-income individuals this...;Tax Help for Those in Need
Join us for our monthly art class every Wednesday from...;Monthly art class
Join us for a free yoga class on Saturday mornings...;Yoga for All
The local animal shelter is hosting an adoption fair this...;Furry Friends and New Best Buddy
Get creative with our adult coloring book club every Thursday...;Adult coloring book club meets every Thursday
Don't miss out on our annual summer concert series, featuring...;Live Music Every Friday Night in July
Calling all bookworms - join us for a literary discussion...;Calling all bookworms
Join our beginner's photography class every Monday evening from 7-9...;Photography class
The local food bank is in need of donations -...;The local food bank is in need of donations
Join us for a free yoga class on Wednesday evenings...;Free yoga class on Wednesday
The local library is hosting an author reading series this...;Author Reading Series This Month at the Local Library
Calling all bookworms! Our town's annual book sale is just...;Calling all bookworms
Get ready to groove with our community band at their...;Get Ready to Groove
The local animal shelter needs volunteers to help care for...;Lend a paw for animal shelter
Join the fun and get creative at our town's art...;Fun and creativity await at our town's art walk
Attention all foodies! Our annual Taste of Town event is...;Attention all foodies!
The local park is hosting a free outdoor concert series...;Free summer concert series
Iâ€™m organizing a volunteer day at the animal shelter for...;Volunteer Day at the Animal Shelter
The community center is offering a free yoga class series...;Every Wednesday evening yoga class
Our office is participating in the annual charity walk/run next...;Support Local Cancer Research
The school's art department is hosting an open house event...;Student Artwork Showcase
Bookworms! Join us for a book club meeting this Wednesday...;Join us for a book club meeting
The local art museum is hosting an exhibit on impressionist...;Meet Artists at the Museum
Calling all volunteers! Our community garden needs help with planting...;Calling all volunteers
The town's annual charity golf tournament is scheduled for April...;Charity Golf Tournament
History buffs! Join us for a guided tour of our...;Saturday Tour of Historic Downtown
Join us for a movie night at the town hall...;Movie Night at the Town Hall
Calling all bookworms! Our library is hosting an author reading...;Calling all bookworms!
Get ready to groove at our town's annual music festival...;Get ready to groove at our town's annual music festival
Attention all gardeners! Our community garden is hosting a workshop...;Create Sustainable Gardens
Join us for a game night at the town hall...;Join us for a fun game night
Join us for a morning yoga session on Saturdays at...;Yoga at the community park
Calling all bookworms! Our library is hosting an open house...;Author Talks
Get ready for a night of music and laughter at...;Get ready for a night of music and laughter
Don't miss out on the annual summer festival happening this...;Don't miss out on the annual summer festival happening this...
Take your fitness to the next level with our new...;Take Your Fitness to the Next Level
