Subject Line A;Subject Line B
The local symphony orchestra will be giving a free concert...; Free concert in the park this Sunday
Volunteers needed for our annual river regatta next month. We...; Join the Fun
Reminder: The community pool is now open for the season....; Community pool now open for the season
Lost a precious silver locket at the downtown market last...; Lost silver locket downtown
The local university extension is offering a series of lectures...; Free Lectures on Environmental Conservation
A note to all dog owners: Please clean up after...; Clean up after your pets
Found a pair of prescription glasses at the bus stop...; Prescription glasses found
I lost a small gold locket near the central plaza...; Last Thursday
"Join us for our annual ""Taste of the Town"" food..."; Taste of the Town
A stray dog has been seen roaming near the industrial...;Stray dog seen roaming near industrial area
The high school's annual art show is open to the...;The high school's annual art show
We're organizing a neighborhood carpool system to help reduce traffic...; Reduce Traffic and Pollution
The local library is starting a series of bi-weekly workshops...; Digital literacy workshops at the local library start soon
Please be advised that the annual maintenance of the town's...; Water System Maintenance Schedule
A brown leather briefcase was left in the cab of...; Left in Downtown Taxi
There's a community effort to restore the old mill and...; Cleaning and painting this weekend
The high school is collecting donations for their upcoming drama...;The high school is collecting donations
Our community garden plots are now available for the coming...; Planting season starts soon
We're looking for volunteers to help with the spring festival...;Join the Spring Festival Planning Committee
I found a set of keys near the lake trail,...;Found a set of keys with a red Swiss Army...
There will be a CPR and first aid training session...; Registration is free but required ahead of time
The monthly meeting of the town council will take place...;The monthly meeting of the town council will take place...
The local art club is holding an outdoor painting session...; Sunday Art Session
Our town's historical society is looking for volunteers to help...; Digitize Historical Documents
Missing: a small drone, last seen flying over Community Park....;Missing: a small drone
The community center's annual bake sale to support local homeless...; Annual Bake Sale
The road by the elementary school will be partially closed...; Partially Closed Road
The local veterans' association is organizing a charity run next...;Charity Run Next Month
A silver locket was found in the community hall following...;Found: Silver Locket
I just opened a yoga studio downtown and am offering...; Free yoga classes
The community orchestra has openings for violinists and cellists for...; Openings for Violinists and Cellists
"There is a recall on the ""Baker's Delight"" bread maker...";" Recall on ""Baker's Delight"" X100"
Lost cat: an orange tabby with a white chest, very...;Found a lost cat
We are initiating a neighborhood carpool program. If you're interested...; Join Our Neighborhood Carpool
There's a proposal to build a new playground at the...; Community park update
The annual community photo contest is now accepting entries. This...; Community Photo Contest
Volunteers are needed for the downtown clean-up day next Saturday....;Meet at the town square at 9 AM
The local book club is looking for new members to...;" ""Where the Crawdads Sing"" by Delia Owens"
A reminder to all residents to adhere to the recycling...; Recycling guidelines set by the city
The high school track and field team is hosting a...; Sparkling Clean Car Fundraiser This Sunday
Is anyone interested in a weekly game night? I was...; Fun Way to Unwind
There's a new exhibit on regional wildlife at the Natural...; New exhibit on regional wildlife
The community health clinic will be closed for renovations starting...; Clinic Renovations Starting
An orange and white bicycle was found locked outside the...;Orange and white bicycle found outside the library
The annual food drive for the local pantry starts next...; Check the community website
If anyone has expertise in repairing old radios, the school's...; Help with old radios for school production
The local animal shelter is offering discounted adoption fees this...; Adopt a New Friend
Reminder: Property taxes are due at the end of the...;Property Taxes Due
A wallet was found at the bus station on Main...;Wallet found at bus station
We're launching a weekend farmers' market starting this Saturday in...; Enjoy Fresh Produce
I've been practicing Spanish and I'm looking for someone to...; Spanish Conversation
