Subject Line A;Subject Line B
Reminder: The annual town fair is coming up on June...;Games, Food, and Fun Ahead
Local Artist Showcase: Support local talent by attending our artist...;Local Art Gallery Event
Volunteer Opportunity: Help us keep our parks clean! Join our...;Park cleanup event this weekend
Important Notice: The town library will be closed for renovations...;The town library will be closed
Garage Sale: Saturday, April 15th from 8 AM to 2...;Garage Sale...
Neighborhood Potluck Dinner: Join us this Sunday evening at the...;Bring Your Favorite Dish
Free Yoga Class: This Wednesday from 6 PM to 7...;Free Yoga Class
Book Club Meeting: Join us this Thursday evening at 7...;The Alchemist by Paulo Coelho
Community Clean-Up Day: Saturday, April 22nd from 9 AM to...;Community Clean-Up Day
Community event alert: The annual SummerFest celebration is happening this...;SummerFest celebration
Wanted: A reliable and responsible dog walker is needed for...;Dog walker with experience sought
Artistic Expression: The local art museum is hosting an open...;Local Art Museum Event
Local artist's studio open house this weekend! Meet the talented...;Studio open house with talented artists
Local Book Club: Join us every third Thursday of the...;Book club meets every third Thursday
Reminder: The annual town-wide yard sale is just around the...;Gently used items from local residents
Reminder: The annual community clean-up event is scheduled for this...;Tidy Up the Neighborhood
Community clean-up event! Join us this Saturday from 9 AM...;Community clean-up event
Calling all nature enthusiasts! Join us for a guided hike...;Calling all nature enthusiasts!
Join us at the local library this Saturday for a...;Free event at the library
Calling all bookworms! The library is hosting a summer reading...;Read, Create, and Win Prizes
"The local animal shelter is hosting a ""Clear the Shelters""...";Support Local Animal Shelter
The local animal shelter is hosting an adoption fair this...;Come meet some furry friends
Wanted: A reliable used car for sale, preferably with low...;Used Car for Sale with Low Mileage
Community Garage Sale: Calling all bargain hunters! Our neighborhood is...;Community Sale
Reminder: The local library's summer reading program is ending soon!...;The local library's summer reading program is ending soon
Job Opening: The local library is looking for a part-time...;Circulation Duties
Free concert series starts this weekend at the park! Join...;Free concert series at the park
The local food bank is hosting a can drive this...;Can Drive This Weekend
The annual neighborhood garage sale will be held this Saturday...;Neighborhood Garage Sale
The local animal shelter is hosting a pet adoption fair...;Pet Adoption this Weekend
Lost: A set of keys with a red fob and...;Very important for daily routine
Neighborhood Watch: Reminder to lock your doors and keep valuables...;Burglaries reported in our area
Calling all book lovers: The local library is hosting a...;Help stock the library
The neighborhood's annual block party is just around the corner,...;Join our annual block party
The annual holiday market is coming up on December 17th...;Holiday Market at City Hall
Community Garden Update: The plot you reserved for this season...;Your Plot is Ready!
The annual charity bake sale will take place at the...;Charity Bake Sale
Lost: A set of keys with a house key, car...;A set of keys lost near Main St
Join us for a free outdoor movie night this Friday!...;Free Outdoor Movie Night
Calling all book lovers! Our local library is hosting an...;March 12th
Attention all gardeners and green thumbs! We're organizing a community...;Learn how to grow your own herbs and veggies
Reminder: Our annual town festival is just around the corner,...;Live Music
Notice: The local dog park will be closed temporarily due...;The local dog park will be closed temporarily
The local library is hosting a 'Book Exchange' event next...;Book Swap
The town's annual summer festival is just around the corner!...;Summer festival at the park
The local library is hosting a summer reading program for...;Join us for a summer reading program
Wanted: A responsible and reliable individual to walk my elderly...;Walk My Neighbor's Dog
Reminder: The annual neighborhood garage sale will take place this...;Register by Friday
Join us for a free yoga class at the community...;Join us for free yoga class
Found: A vintage camera with a broken lens, discovered on...;Found: A vintage camera with a broken lens
Art Gallery Opening: Join us this Friday at the local...;Join us this Friday for artistic expression
Attention all gardeners! The community gardening club is hosting a...;Composting Workshop
A loving family is searching for their beloved golden retriever,...;Searching for Golden Retriever
Community Event: The annual SummerFest celebration will take place on...;Enjoy live music, food trucks, and activities for all ages
Local artist showcase: Join us at the town square next...;Local artist showcase: Join us at the town square next...
The neighborhood association will be hosting a community clean-up event...;Meet us at City Hall for a community clean-up event
