Subject Line A;Subject Line B
Our community's annual charity walk/run will take place on December...;Register Now for the Charity Walk/Run
Free computer classes are available at the library every Wednesday...;Free computer classes - improve your digital literacy
The community garden is seeking volunteers to help prepare for...;Join us for community garden
Don't miss the holiday concert at City Hall this Friday!...;Holiday Concert
Wanted: A reliable babysitter for a family of four, available...;Reliable babysitter required
Found: A small, white cat with a pink collar and...;Found: a small, white cat with a pink collar
The local library is hosting a book drive to benefit...;Donate Books to the Local Library
"The local animal shelter is hosting a ""Furry Friends"" adoption...";Animals looking for forever homes
Attention all foodies! Our local farmers' market is looking for...;Foodies, Join Local Farmers' Market
For sale: Gently used stroller suitable for newborns to toddlers....;Gently used stroller suitable for newborns to toddlers
Wanted: A reliable and trustworthy dog walker to care for...;Dog Care Opportunity Available
Found: A lost cat, Fluffy, has been spotted near Oakwood...;Found: A lost cat, Fluffy, has been spotted near Oakwood...
Calling all bookworms! Our library is hosting a used bookstore...;Used book donations needed
Calling all bookworms: Our local library is hosting a used...;Used Book Sale
Attention all gardeners! The local nursery is offering a free...;Don't miss out on learning how to turn your food...
Calling all gardeners! The community garden is looking for volunteers...;Join us for gardening
The local animal shelter has a new litter of adorable...;The local animal shelter has a new litter of kittens
Attention all book lovers: Our library is hosting an author...;Author Reading Series
The community center's art studio is offering a free painting...;Sign up for Free Painting Class
Reminder: Our neighborhood association meeting will take place this Wednesday...;All Residents Welcome
The local YMCA is hosting a charity walk/run event on...;Register for charity walk/run event
The local book club is hosting an author reading and...;The Power of Now
Wanted: A reliable babysitter for a family of four, available...;Small Stipend Offered for Babysitting Services
Attention all book lovers! The library is hosting a used...;Attention all book lovers
Reminder: Please keep your plants watered and pruned to maintain...;Community garden thrive
Attention all artists: The annual art show is just around...;Attention all artists
A lost cat has been spotted wandering near the park...;Lost Cat Spotted Near Park Entrance
Get ready for the Community Potluck! It's happening at the...;Community Potluck Next Month
The neighborhood association is looking for volunteers to help with...;Join the Neighborhood Association
Local Author Book Signing: Meet local author Jane Doe at...;Get Your Copy Personalized
Calling all book lovers! Our local library is hosting an...;Literature and community event
The annual charity walk/run is coming up on March 19th!...;Join us for a morning of exercise and giving back...
Community Clean-Up: Join us this Saturday at the local park...;Join us for a clean-up event
Community Clean-Up: Join us on Saturday, April 15th for a...;Meet at the corner of Main St. and Elm Ave....
Calling all book lovers! Our town's library is hosting a...;Used bookstore sale this Saturday
Missing: Golden retriever named 'Max'. Last seen around Oakwood Park,...;Missing: Golden Retriever
Join us for a FREE yoga class this Saturday at...;FREE yoga class
