Subject Line A;Subject Line B
Local artist seeking models for a life drawing class. If...;Models Wanted for Life Drawing Class
The local library is hosting a book drive to benefit...;Don't Miss: Book Drive for Underprivileged Children
Local farmers' market is hosting a special event this Sunday...;Sample fresh produce
The local library is hosting a book club meeting on...;Join Book Club Meeting
Get ready for a night of stargazing! The local astronomy...;Stargazing event at the town park
Join us for a fun-filled evening of trivia and games...;Trivia and games at the local library
Join us for a fun night of stargazing at the...;Fun Night of Stargazing
"The local animal shelter is hosting a ""Paws and Claws""...";Meet adorable furry friends
The town's library is hosting a free book drive to...;Free Book Drive
The annual charity walk/run is scheduled for next Saturday at...;Annual Charity Walk/Run
The annual summer festival is just around the corner! Join...;Join us for a fun-filled day of live music
Calling all foodies! Join us for a cooking class at...;Join us for a cooking class this Thursday evening
Join us for a fun night of board games and...;Bring Your Friends and Family for a Fun Night of...
Join us for a free outdoor movie night at the...;Join us for a free outdoor movie night at the...
The local art museum is hosting a free family day...;Free Family Fun
Calling all foodies and music lovers! Our local restaurant is...;Featuring live performances by up-and-coming musicians
Join us for a night of stargazing and astronomy! The...;Join us for a night of stargazing and astronomy
The local art studio is hosting a painting class for...;Create your own masterpiece with guidance from our experienced instructor
"The local animal shelter is hosting a ""Paws and Relax""...";Meet Adoptable Pets
The community garden is hosting a spring plant sale this...;Community Garden Spring Plant Sale
Calling all book lovers and writers! Join us for a...;RSVP by June 20th
The town is excited to announce its annual SummerFest celebration!...;SummerFest celebration
The annual town-wide garage sale is happening this Saturday from...;The annual town-wide garage sale is happening this Saturday from...
Calling all bookworms! Join us for a literary discussion group...;Join us for a literary discussion group
Get creative with our art class on Thursday evenings! Learn...;Art Class for All
Are you an avid cyclist? Join us for a group...;Join us for a group ride next Sunday
The community center is hosting a free yoga class every...;Free Yoga Class
Join us for a fun-filled evening of board games and...;Game Night
The local animal shelter is hosting an adoption fair this...;Adopt a New Companion
Get ready to groove at our annual Summer Concert Series,...;Get Ready to Groove
Our town's Farmers' Market is back in full swing on...;Saturdays from 8 AM-1 PM
The local library is hosting a book drive to collect...;Hosted Book Drive
"The local animal shelter is hosting a fundraising event, ""Paws...";Pet Adoptions and Raffles
Join us for a free outdoor yoga session at sunset...;Free yoga session at sunset this Friday
The town's annual Earth Day celebration is happening this Saturday...;Fun-filled day of environmental activities
The local animal shelter is hosting an adoption event this...;Animal Shelter Adoption
I'm organizing a series of cooking classes featuring recipes using...;Sign up for cooking classes
The local bookstore is hosting a book club meeting this...;Book Club on The Nightingale
Our community garden will be having an open house event...;June 22nd Community Garden Event
The town's annual charity walk/run is scheduled for this Saturday...;The town's annual charity walk/run
I'm offering free yoga classes every Tuesday morning from 7-8:30...;Free Yoga Classes
The annual farmers' market will be held on Saturdays starting...;June 1st Farmers' Market
Calling all bookworms and movie buffs! Our town's library is...;Calling all bookworms and movie buffs
Join us for a fun-filled evening of board games and...;Bring Your Favorite Game
The local park is hosting a free outdoor concert series...;Concert series under the stars
Our neighborhood's annual garage sale will be happening soon! If...;Garage Sale in Neighborhood
Learn how to make homemade pasta from scratch at our...;Limited space available
The neighborhood is hosting a charity walk/run event on September...;Join us for a charity walk/run event
Calling all bookworms! Our town's library is hosting a used...;Used bookstore sale
Calling all book lovers! Our library is hosting a used...;Book Lovers Rejoice
The local library is hosting a book club for adults,...;Snacks and Drinks Available
