Subject Line A;Subject Line B
Join us at the local library for a book club...;"Book club discussion on ""The Great Gatsby"" this Thursday"
The town's annual charity walk is scheduled for next Saturday,...;Charity Walk Scheduled for Next Saturday
Learn how to cook authentic Italian cuisine with Chef Maria...;Cooking Italian Cuisine with Chef Maria
The town's youth soccer league is looking for volunteers to...;Volunteers Needed for Youth Soccer League
Join the local gardening club this Saturday from 9-11 AM...;Composting and organic gardening techniques
The annual town fair is coming up on Saturday from...;Annual town fair
Calling all bookworms! Our local library is hosting a used...;This Weekend's Used Book Sale
Get ready to groove at the annual summer concert series...;Local music in the park
Attention all gardeners! Our community gardening club is hosting a...;Attention all gardeners!
The town's annual holiday market is coming up on December...;Holiday Market Volunteers Required
Are you an avid gardener? Join our community garden group...;Are you an avid gardener?
The local animal shelter is hosting a fundraiser walk-a-thon on...;The local animal shelter is hosting a fundraiser walk-a-thon
Join us this Friday at 6 PM as we kick...;Summer Concert Series
The local library is hosting a book drive next weekend!...;Book drive next weekend
Join us for the annual SummerFest celebration this Saturday at...;SummerFest celebration this Saturday
Calling all volunteers! Our school's garden club needs your help...;Plant a new vegetable patch
Get ready for the biggest garage sale of the year!...;Saturday Garage Sale
The local animal shelter is in need of pet supplies,...;Donate Today and Help Make a Difference
It's time to get creative! Our community center is hosting...;It's Time to Get Creative
The town's library is hosting a book club meeting this...;Book Club At The Library
Get ready for a night of stargazing with our astronomy...;Astronomy club stargazing event
Join us for a free yoga class every Sunday morning...;Free yoga class every Sunday
The annual holiday market is coming up! Mark your calendars...;Get ready to shop
Our town's animal shelter is hosting an adoption fair this...;Animal Shelter Hosting Adoption Fair
The local theater group will be performing their latest production,...;Friday and Saturday Nights
Join us for a free yoga class on Thursdays at...;Free yoga class with no experience
Calling all bookworms! Our library is hosting an author reading...;Calling all bookworms!
Get ready for a night of music and fun at...;Get Ready for Music and Fun
Are you an avid hiker? Join us on Saturday morning...;Join us on Saturday morning for a guided hike
The library is hosting a free book club meeting every...;The library is hosting
Get creative with our new painting class on Mondays at...;Creative painting class
Join us for a free yoga session every Saturday morning...;Join us for a free yoga session
The local animal shelter is hosting an adoption fair this...;Meet Furry Friends
Learn to cook with our new cooking class on Thursdays...;Bring Your Appetite
The local park is hosting a free outdoor concert series...;Free outdoor concert series
"Our community center is offering a new cooking class, ""Taste...";â€œCooking Class for Everyoneâ€
The library's book club will be discussing our latest selection...;Book Club This Wednesday
Our local farmers market is open every Saturday morning, featuring...;Every Saturday morning, fresh produce and handmade crafts
Join the community choir for a free concert on June...;Free concert at the town square
The library is hosting a free book club meeting every...;Thursday evening book club
Join us for our annual summer concert series at the...;Summer Concert Series
Our local animal shelter is in need of donations -...;Donations Needed for Animal Shelter
The city's art museum is offering free admission to students...;Students get free admission on Fridays at the art museum
Join us for a fun night out at our annual...;Join us for a fun night out at our annual...
The local YMCA is offering free swim lessons to kids...;Sign Up in Advance
Join us for a free yoga class on Saturday morning!...;Free yoga session
We're organizing a neighborhood clean-up day next weekend and need...;Volunteers Needed for Neighborhood Clean-up
The local library is hosting an author reading series this...;Book Lovers Unite
Looking for a new hobby or want to learn something...;Learn something new with our community center classes
The school's PTA is hosting a bake sale this Friday...;Bake sale this Friday during lunchtime
We're launching a new book club at the library next...;Join our book club
Join us for a free yoga class every Saturday morning...;Free Yoga Class
