Subject Line A;Subject Line B
New Italian restaurant 'Bella Cucina' is having its grand opening...;New Italian Restaurant 'Bella Cucina' Grand Opening
Lost: A gold wristwatch near the fitness center. It holds...;A gold wristwatch near the fitness center.
For sports enthusiasts, a ping pong tournament will be held...;For sports enthusiasts, ping pong tournament this weekend
Coffee and cake meetup at the senior center this Thursday....;Coffee and Cake Meetup This Thursday
Dog owners! There will be a pet adoption day next...;Dog Owners, Consider Adding a Furry Friend
Wellness weekend coming up at the spa resort. Special rates...;Wellness Weekend Coming Up at the Spa Resort
Reminder: Please collect your post from the mail room regularly....;Reminder: Please Collect Your Post from the Mail Room Regularly
Jazz night at the Blue Moon Cafe this Saturday from...;Jazz Night at the Blue Moon Cafe this Saturday
Notice of road closure: Maple Street will be repaved next...;Road Closure Notice for Maple Street
History buffs! Join us for a guided tour of the...;Join Us for a Guided Tour of the Old Fortress...
Call for volunteers at the food bank this Friday. Help...;Help Needed at the Food Bank this Friday
Lost: An e-reader device at the town beach. It has...;LOST: An e-reader device at the town beach.
Kids' movie night at the public library this Friday. Showing...;Kids' Movie Night at the Public Library This Friday
Upcoming home improvement workshop at the local hardware store. Learn...;Upcoming Home Improvement Workshop
Annual winter carnival announced! Mark your calendars for a fun-filled...;Annual Winter Carnival Announced!
The neighborhood watch group is seeking new members. If you're...;Join Us at Our Next Meeting
I'm offering lawn mowing services this summer. I have my...;I'm Offering Lawn Mowing Services
Urgent: Our local animal shelter is at capacity. If you've...;Urgent: Our local animal shelter is at capacity.
"The annual ""Books for Kids"" drive is happening now. We're...";"The Annual ""Books for Kids"" Drive"
Lost: a small, black leather wallet near the high school...;Lost: Small, Black Leather Wallet with ID and Photo
Attention gardeners! This weekend, the community center will host a...;This Weekend: Plant Swap Event at the Community Center
Are you looking to refresh your wardrobe without breaking the...;Are You Looking to Refresh Your Wardrobe Without Breaking the...
Needing a babysitter? Several local teens have completed the certified...;Needing a babysitter? Several local teens have completed the certified...
The local library invites children ages 4-8 to join the...;The Saturday morning story hour
The city council will hold a public hearing on the...;The city council will hold a public hearing on the...
Fresh produce alert: The farmers' market will be open this...;Fresh produce alert: The farmers' market will be open this...
Calling all musicians! There's an open mic night every Friday...;Calling All Musicians!
Reminder: Daylight saving time ends this weekend. Don't forget to...;Don't Forget To Turn Your Clocks Back One Hour This...
Yoga in the park is back! Free sessions every Sunday...;Yoga in the park is back
Town hall meeting alert: A discussion on public transportation improvements...;Town Hall Meeting Alert
Driveway sale happening in Greenwood Lane this Saturday. Great bargains...;Driveway Sale Happening in Greenwood Lane This Saturday
Found: A small cat with a blue collar near Maple...;Found: A small cat with a blue collar near Maple...
The community theater group announces auditions for 'The Sound of...;The Community Theater Group Announces Auditions for 'The Sound of...
Cleaning out your attic? Consider donating unwanted items to the...;Consider Donating Unwanted Items to the Annual Community Garage Sale
Book club meeting notice: This month's read is 'The Great...;The Great Gatsby
For rent: One-bedroom apartment overlooking the community park. Perfect for...;One-bedroom apartment overlooking the community park.
Volunteers needed! The annual river clean-up project is next month....;Volunteers Needed!
Reminder: Pet registration renewal is due at the end of...;Pet Registration Renewal Due
Piano lessons offered by experienced teacher in the area. Suitable...;Piano Lessons Offered in the Area
The sports complex is offering summer memberships at a discount....;The sports complex is offering summer memberships at a discount.
The high school marching band will perform at the city...;The high school marching band will perform at the city...
Garage band competition at the community fair next month. Sign...;Garage Band Competition Next Month
Road closure notice: Main Street will be partially closed for...;Main Street Road Closure Notice
Job alert: Local cafe is hiring part-time baristas. Great work...;Job Alert: Local Cafe Hiring Part-Time Baristas
Free art workshop at the community arts center this Sunday....;Free Art Workshop This Sunday
Reminder: The annual pet vaccination drive is happening this Saturday...;Protect Your Pets
I'm offering guitar lessons in the evenings and weekends. Whether...;I'm Offering Guitar Lessons
The community center is offering free CPR and first aid...;FREE CPR and First Aid Training this Month
Our community garden plots are now available for the coming...;Our community garden plots are now available
If anyone is interested in a weekly knitting and crochet...;Weekly Knitting and Crochet Group
