Posts;Subject Line A;Subject Line B
The local veterans' home is looking for volunteers to spend time with residents, participate in activities, and provide companionship. Contact the home's director for more information.; Spend Time with Seniors;Volunteers Needed for Local Veterans' Home
Reminder: The annual fireworks display for the Fourth of July will be held at the waterfront. The show starts at dusk. Bring lawn chairs and blankets for a comfortable viewing experience.; Bring Lawn Chairs;The Annual Fireworks Display
The environmental club is leading a cleanup at Beachy Head this Saturday. Meet at the main parking lot at 10 AM. Supplies and snacks will be provided to volunteers.; Supplies and snacks will be provided;Meet at the main parking lot at 10 AM.
Lost: A set of keys with a red fob, last seen near the high school gym. If found, please return to the front desk of the high school or contact me.; Lost keys with red fob;Lost: A set of keys with a red fob near...
Attention all runners: The community 5K is just around the corner. Sign up to participate or volunteer at the event. Registration details are on the community bulletin board and online.; Registration details are on the community bulletin board and online;Attention all runners: The community 5K is just around the...
The crafters guild is hosting a workshop on how to make your own candles. The event is next Wednesday at the arts and crafts center from 7 PM to 9 PM. Materials are included in the registration fee.; Learn Candle Making;How to Make Your Own Candles
Reminder: No parking on Main Street this Saturday due to the parade. Vehicles parked illegally will be towed at the owner's expense.;Reminder: No parking on Main Street this Saturday due to...;Vehicles parked illegally will be towed at the owner's expense
The community orchestra is looking for musicians who play woodwind instruments. If you're interested in joining, please contact the orchestra director for audition information.; Musicians wanted;The community orchestra is looking for musicians who play woodwind...
We're putting together a community quilt and looking for contributors. If you sew and want to add a piece, we'd love to include your work.; If you sew and want to add a piece;We're putting together a community quilt and looking for contributors.
Found: A child's drawing pad filled with sketches, left behind at Central Park near the fountain. Contact the park's lost and found or describe the drawings to claim.; Contact the park's lost and found;Found: Child's Drawing Pad Left at Central Park
The city is updating its zoning regulations. A public hearing will be held to discuss potential impacts and gather resident input. Join us at city hall next Wednesday at 6 PM.;The city is updating its zoning regulations;The City is Updating its Zoning Regulations
The downtown farmers' market is now open every Sunday from 8 AM to 2 PM. Come support local farmers and artisans while enjoying fresh produce and unique crafts.;Every Sunday from 8 AM to 2 PM;Every Sunday from 8 AM to 2 PM - Downtown...
Attention all pet owners: A free vaccination clinic for pets will be held at the animal shelter next Saturday from 10 AM to 4 PM. First come, first served.; Attention All Pet Owners;Attention all pet owners: Free vaccination clinic for pets next...
The local historical society is conducting a walking tour of historic downtown next Saturday. Learn about our city's past and see historic sites up close. Meet at the society's headquarters at 10 AM.; Meet at the Society's Headquarters;The Local Historical Society is Conducting a Walking Tour
Lost: A blue and white striped beach towel, left on the beach near lifeguard station;...lost a beach towel;Lost: A blue and white striped beach towel
It has great sentimental value as it was a gift. If found, please contact me.; It was a gift;If Found, Please Contact Me
Found: A GoPro camera near the trails at Ridgeback Mountain. It contains footage from a biking trip. To claim, please describe the content of the videos or any distinguishing features of the camera.; Camera found at Ridgeback Mountain;Found: GoPro camera near Ridgeback Mountain trails
The jazz ensemble from the community college will be performing live at the city park this Friday evening. Bring your blankets and enjoy an evening of music under the stars.; Community college jazz ensemble performance;Jazz Ensemble Performing Live at City Park This Friday Evening
Notice of power outages: Scheduled electrical maintenance will occur this Wednesday from 8 AM to 2 PM in the downtown area. Please prepare for short-term disruptions during these times.; Short-term disruptions;Scheduled Electrical Maintenance
I've just started a blog about our neighborhood's history and architecture. If you have stories or photos you'd like to contribute, please get in touch!; Share your stories and photos;I've just started a blog about our neighborhood's history
Attention all pet owners: A free vaccination clinic for pets will be held at the animal shelter next Saturday from 10 AM to 4 PM. First come, first served.;Free Vaccination Clinic for Pets;Attention All Pet Owners: Free Vaccination Clinic Next Saturday
The local volunteer fire department is hosting an open house next weekend. Come tour the station, meet the firefighters, and learn about fire safety.;Meet Firefighters;Meet the Firefighters and Learn About Fire Safety
If anyone needs help setting up their new computers or troubleshooting home network issues, I'm offering my services free of charge this month. It's my way of giving back to our wonderful community.;Offering Free Computer Setup and Troubleshooting;If Anyone Needs Help Setting Up Their New Computers
Join us for a night at the movies in the park! This Saturday at 7 PM, we will be screening a family favorite, 'Big Hero 6'. Free popcorn for the early birds!;Free Popcorn for the Early Birds;Join us for a night at the movies in the...
Reminder: The annual neighborhood garage sale is happening this Sunday from 9 AM to 3 PM. Don't miss out on great bargains right in your own backyard!; Don't Miss Out;Annual Neighborhood Garage Sale
Get your sneakers on for the charity run next month! Sign-up at the community center or online. All proceeds go to local homeless shelters.; Get ready for a great cause;Get Your Sneakers On for the Charity Run
A meditation and yoga session will be held every Sunday morning at 9 AM in the community hall. Sessions are open and free for all. Start your week with some peace and tranquility.;Start your week with some peace and tranquility;Start Your Week with Some Peace
The local library is introducing 'author of the month' series starting this Friday. This month's featured author is Mary Johnson. Come and hear her speak about her latest book at 4 PM.;Author of the month;Author of the Month Series
Lost: A blue and white striped beach towel, left on the beach near lifeguard station. If found, please contact me via this website.; Lost: Beach towel left near lifeguard station;LOST: Blue and white striped beach towel
The city park department is looking for volunteers to help plant flowers and clean up walking trails this spring. If you're interested in beautifying our public spaces, please sign up at the city website.; Sign Up at City Website;City Park Department Seeking Volunteers
Our local pet shelter is in desperate need of foster homes for kittens. If you or someone you know can help, it would really make a difference.; Foster Homes for Kittens Needed;Our local pet shelter is in desperate need of foster...
The seniors' center is looking for volunteer drivers to help with our weekly grocery shopping trips. If you have a car and a couple of hours to spare on Thursday mornings, your help would be greatly appreciated.; Thursday Mornings Needed;Volunteer Drivers Needed for Weekly Grocery Shopping Trips
Community Alert: There have been reports of suspicious activities in the neighborhood watch area. Please keep your lights on at night and report any unusual behavior to the authorities.; Authorities Warn of Suspicious Activities;Community Alert: There Have Been Reports of Suspicious Activities
I'm organizing a winter clothing drive for the homeless shelter downtown. If you have coats, hats, gloves, or scarves that you no longer need, please consider donating. You can drop off items at my house or I can pick them up.; Coats, Hats, Gloves, and Scarves for the Homeless;Iâ€™m organizing a winter clothing drive for the homeless shelter...
Attention, pet owners! There have been reports of increased tick activity in the local parks. Please make sure to check your pets after walks and consider preventative treatments.; Reports of increased tick activity;Increased tick activity in local parks.
Notice: The water main on Jefferson Ave will be shut off for emergency repairs tomorrow from 10 AM until about 3 PM. Please plan accordingly.; Water Main Shut Off for Repairs;Notice: The Water Main on Jefferson Ave Will Be Shut...
The annual river cleanup is happening this weekend. We're looking for volunteers to help remove trash and debris to keep our river clean and healthy. All supplies will be provided.;The annual river cleanup is happening this weekend;The annual river cleanup is happening this weekend.
I'm trying to find a home for a friendly stray cat I've been feeding. She's very sweet and good with other cats. If you or someone you know might be interested in adopting her, please let me know.; Find a home for a stray cat;Iâ€™m trying to find a home for a friendly stray...
The environmental club is leading a cleanup at Beachy Head this Saturday. Meet at the main parking lot at 10 AM. Supplies and snacks will be provided to volunteers.;Meet at the main parking lot at 10 AM;This Saturday Cleanup at Beachy Head
Heads up! A community garage sale is set for next Sunday at Pine Grove Park. Start time is 8 AM. Come find some treasures or declutter your home!; Find Some Treasures;Heads Up! Community Garage Sale Next Sunday
Experienced babysitter available! I'm certified in CPR and have five years of experience with kids of all ages. Contact me if you need a reliable sitter!; Need a reliable sitter;Experienced babysitter available!
I'm planning a plant exchange next month. Bring your cuttings, seedlings, or potted plants you'd like to swap with fellow gardeners.; Gardeners Unite;Bring Your Cuttings, Seedlings, or Potted Plants
Lost Dog Alert: Missing from near Central Park since yesterday. Brown and white spaniel with a red collar. Please call with any information.; Brown and White Spaniel with Red Collar;LOST DOG ALERT: Brown and white spaniel with a red...
Street Fair this Saturday! Join us from noon to 5 PM on Main St. for food, music, and local vendors. Great fun for the whole family!; Great fun for the whole family;Street Fair this Saturday! Join us from noon to 5...
Reminder: School board meeting tonight at 8 PM in the high school auditorium. Important discussions on budget and new school policies.;Important discussions on budget;Important discussions on budget and new school policies tonight
Book Lover's Club is meeting this Wednesday at the library. The book of the month is 'The Great Gatsby'. Join us for a lively discussion!; Book of the month;The Great Gatsby
Yard waste pickup starts this Friday. Please have your leaves and branches ready at the curb the night before.; Leaves and Branches Ready;Yard Waste Pickup Starts This Friday
A new coffee shop, Bean There, is opening on Elm Street this Monday. Free coffee samples from 9 AM to 11 AM. Come support a local business!; Free Coffee Samples Available;Free Coffee Samples This Monday
Community Alert: Be on the lookout for suspicious activity near the old mill. Recent vandalism has been reported. Report anything unusual.; Vandalism Reported;Community Alert: Be on the lookout for suspicious activity near...
Fitness Fun Day at the Community Center this Wednesday at 5 PM. Join us for free classes in yoga, dance, and more. Get fit and have fun!; Fitness Fun Day this Wednesday;Fitness Fun Day at the Community Center
Seeking volunteers for the local food pantry this Saturday. Help is needed around 2 PM for organizing donations and stocking shelves.; Organizing Donations Needed;Seeking Volunteers This Saturday
Got extra garden tools? The community garden is accepting donations. Drop them off at the tool shed any day this week between 9 AM and 5 PM.; Tool shed open for donations;Got Extra Garden Tools?
My daughter is raising money for her school trip by offering pet sitting services. If you need someone to look after your pets while you're away, please consider supporting her.; Support School Trip;My daughter is raising money for her school trip by...
Bike Sale: Selling several gently used bikes Saturday at 111 Maple Ave. Great deals for all ages! Early birds get the best selections.; Early Birds Get the Best Selections;Bike Sale: Saturday at 111 Maple Ave. Great deals for...
Found Cat: Grey tabby found near Willow Park. Appears well cared for. Please contact if you are missing this sweet kitty or know who might.; Found cat near Willow Park;Grey Tabby Found Near Willow Park
Local artist showcase at the Art Center this Friday. Come enjoy beautiful creations and live music from 6 PM to 9 PM.; Local artist showcase this Friday evening;Local Artist Showcase This Friday
Karaoke night at the Oak Tree Tavern this Thursday night! Come sing your heart out with friends or just enjoy the show. Starts at 7 PM.; This Thursday Night Karaoke;Karaoke Night This Thursday
Free cooking class at the public kitchen this Monday. Learn to make quick and healthy dinners. Limited spaces, register early!; Limited Spaces;FREE Cooking Class This Monday
Garage Sale Tips Workshop at the Community Hall this Tuesday at 7 PM. Learn how to price items, set up your space, and more for a successful sale.; Pricing Items;Garage Sale Tips Workshop
Need help with fall leaf removal? Contact Jake at 555-2341. He's offering affordable rates for your gardens and driveways cleaning services.; Affordable Fall Leaf Removal Services;Affordable Rates for Gardens and Driveways Cleaning
Join the Historic Walk through old town this Saturday morning. Learn about our town's fascinating history while getting some exercise.; Historic Walk this Saturday;Join the Historic Walk this Saturday morning
Puppy Training Sessions start next week at the Animal Welfare Society. Bring your new pup and learn basic commands in a friendly environment.; Learn Basic Commands;Puppy Training Sessions Start Next Week
Local theater group holding auditions for 'Romeo and Juliet'. Experienced or new actors welcome. Auditions are next Monday and Tuesday evening.; Auditions are next Monday and Tuesday evening;Romeo and Juliet Auditions
Anyone know of a good piano tuner in the area? My piano has been sounding a bit off lately, and I'd like to get it fixed by someone trustworthy.; Piano needs a professional tune;Good Piano Tuner Needed
