Posts;Subject Line A;Subject Line B
Heads up! A community garage sale is set for next Sunday at Pine Grove Park. Start time is 8 AM. Come find some treasures or declutter your home!;Community Garage Sale;Heads Up! Community Garage Sale Next Sunday
Experienced babysitter available! I'm certified in CPR and have five years of experience with kids of all ages. Contact me if you need a reliable sitter!; CPR certified sitter;Experienced babysitter available!
I'm planning a plant exchange next month. Bring your cuttings, seedlings, or potted plants you'd like to swap with fellow gardeners.; Bring Your Plants;Bring Your Cuttings, Seedlings, or Potted Plants
Lost Dog Alert: Missing from near Central Park since yesterday. Brown and white spaniel with a red collar. Please call with any information.;Lost Dog Alert;LOST DOG ALERT: Brown and white spaniel with a red...
Street Fair this Saturday! Join us from noon to 5 PM on Main St. for food, music, and local vendors. Great fun for the whole family!; Saturday Fun in Downtown;Street Fair this Saturday! Join us from noon to 5...
Reminder: School board meeting tonight at 8 PM in the high school auditorium. Important discussions on budget and new school policies.; Important discussions tonight;Important discussions on budget and new school policies tonight
Book Lover's Club is meeting this Wednesday at the library. The book of the month is 'The Great Gatsby'. Join us for a lively discussion!; The Great Gatsby;The Great Gatsby
Yard waste pickup starts this Friday. Please have your leaves and branches ready at the curb the night before.; Get Ready for Yard Waste Pickup;Yard Waste Pickup Starts This Friday
A new coffee shop, Bean There, is opening on Elm Street this Monday. Free coffee samples from 9 AM to 11 AM. Come support a local business!; Free Coffee for All;Free Coffee Samples This Monday
Community Alert: Be on the lookout for suspicious activity near the old mill. Recent vandalism has been reported. Report anything unusual.; Be On the Lookout;Community Alert: Be on the lookout for suspicious activity near...
Fitness Fun Day at the Community Center this Wednesday at 5 PM. Join us for free classes in yoga, dance, and more. Get fit and have fun!; Fitness Fun Day this Wednesday;Fitness Fun Day at the Community Center
Seeking volunteers for the local food pantry this Saturday. Help is needed around 2 PM for organizing donations and stocking shelves.;Seeking Volunteers for Local Food Pantry;Seeking Volunteers This Saturday
Got extra garden tools? The community garden is accepting donations. Drop them off at the tool shed any day this week between 9 AM and 5 PM.; Community garden accepts donations;Got Extra Garden Tools?
My daughter is raising money for her school trip by offering pet sitting services. If you need someone to look after your pets while you're away, please consider supporting her.; Offer Pet Sitting Services;My daughter is raising money for her school trip by...
Bike Sale: Selling several gently used bikes Saturday at 111 Maple Ave. Great deals for all ages! Early birds get the best selections.; Great Deals for All Ages!;Bike Sale: Saturday at 111 Maple Ave. Great deals for...
Found Cat: Grey tabby found near Willow Park. Appears well cared for. Please contact if you are missing this sweet kitty or know who might.;Grey tabby found near Willow Park;Grey Tabby Found Near Willow Park
Local artist showcase at the Art Center this Friday. Come enjoy beautiful creations and live music from 6 PM to 9 PM.; Local artist showcase this Friday evening;Local Artist Showcase This Friday
Karaoke night at the Oak Tree Tavern this Thursday night! Come sing your heart out with friends or just enjoy the show. Starts at 7 PM.;Karaoke Night at the Oak Tree Tavern;Karaoke Night This Thursday
Free cooking class at the public kitchen this Monday. Learn to make quick and healthy dinners. Limited spaces, register early!; Register Early for Free Cooking;FREE Cooking Class This Monday
Garage Sale Tips Workshop at the Community Hall this Tuesday at 7 PM. Learn how to price items, set up your space, and more for a successful sale.; Pricing Items;Garage Sale Tips Workshop
Need help with fall leaf removal? Contact Jake at 555-2341. He's offering affordable rates for your gardens and driveways cleaning services.; Affordable Fall Leaf Removal Services;Affordable Rates for Gardens and Driveways Cleaning
Join the Historic Walk through old town this Saturday morning. Learn about our town's fascinating history while getting some exercise.; Historic Walk this Saturday morning;Join the Historic Walk this Saturday morning
Puppy Training Sessions start next week at the Animal Welfare Society. Bring your new pup and learn basic commands in a friendly environment.; Puppy Training Sessions;Puppy Training Sessions Start Next Week
Local theater group holding auditions for 'Romeo and Juliet'. Experienced or new actors welcome. Auditions are next Monday and Tuesday evening.; 'Romeo and Juliet' auditions;Romeo and Juliet Auditions
Anyone know of a good piano tuner in the area? My piano has been sounding a bit off lately, and I'd like to get it fixed by someone trustworthy.; Piano needs attention;Good Piano Tuner Needed
